Complex_Phrase,frequency,length,aoa,syllable_count,binary_complex,familiarity,concreteness,imaginability,aoa_gpt,CEFR_Level,cluster
molars,2.72,6,12.0,2,1,3.5,4.5,3.0,8.0,B2,1
molecular,4.11,9,11.84,4,0,3.0,2.5,2.0,12.0,B2,0
molecules,3.92,9,7.98,4,1,3.0,3.5,2.5,12.0,B2,0
monitored,3.75,9,5.375275,4,1,3.0,2.5,2.0,8.0,B2,0
monitoring,4.34,10,8.16,4,1,3.8,2.5,2.0,8.0,B2,5
monitoring,4.34,10,8.16,4,1,3.8,2.3,2.1,8.5,B2,5
monitors,3.82,8,10.0,3,0,4.5,4.2,3.8,8.0,B2,1
morbidity,2.95,9,14.17,4,1,3.0,2.0,2.5,12.0,C1,0
morph,3.07,5,11.47,1,1,2.5,2.0,2.0,12.0,C1,0
mortars,3.14,7,7.219999999999958,2,1,3.0,3.5,3.2,10.0,B2,1
mortgages,3.69,9,10.241149999999996,3,1,4.0,2.5,2.0,12.0,B2,0
mosses,2.66,6,9.635,2,1,3.5,4.2,4.0,8.0,B2,1
motivation,4.22,10,10.6,4,1,4.2,2.0,3.0,8.0,B2,5
motivation,4.22,10,10.6,4,1,4.2,2.0,3.0,8.0,B2,5
motorcyclist,2.74,12,7.17,4,0,3.8,4.5,4.2,8.0,B1,1
motorcyclist,2.74,12,7.17,4,0,3.8,4.5,4.2,8.0,B1,1
motorists,3.29,9,11.264999999999947,3,1,4.0,3.5,3.0,8.0,B2,1
motorists,3.29,9,11.264999999999947,3,1,4.0,3.5,3.0,8.0,B2,1
mountains,4.5,9,5.8375,2,0,4.5,4.8,4.7,4.0,A1,4
mountains,4.5,9,5.8375,2,0,4.5,4.8,4.7,4.0,A1,4
mounts,3.52,6,5.6525,1,0,3.5,3.8,3.7,7.0,B2,1
moved,5.01,5,2.0,1,0,4.0,2.0,2.5,3.0,A1,2
movements,4.35,9,6.0,3,0,4.2,3.0,3.5,4.0,B1,1
munching,2.88,8,12.0,2,1,3.8,3.5,3.7,4.0,B2,1
munching,2.88,8,12.0,2,1,3.8,3.5,3.7,4.0,B2,1
murdered,4.32,8,6.0,3,0,4.0,2.0,2.5,8.0,B1,5
murdered,4.32,8,6.0,3,0,4.0,2.0,2.5,8.5,B1,5
murdering,3.72,9,8.0,3,1,3.5,2.0,3.0,10.5,B2,0
murdering,3.72,9,8.0,3,1,3.5,2.0,2.5,8.5,B2,0
murders,4.05,7,6.6666666666666545,2,0,4.0,3.0,3.5,8.0,B1,1
murders,4.05,7,6.6666666666666545,2,0,4.0,2.5,3.0,8.0,B1,2
muted,3.42,5,9.28,2,1,3.5,2.5,2.0,7.0,B2,3
mutinied,2.06,8,11.320199999999954,3,1,2.5,2.0,2.0,12.0,C1,0
myoglobin,1.99,9,11.395074999999997,3,1,2.0,2.5,2.0,12.0,C1,0
mythological,3.06,12,10.72,5,1,3.0,2.0,3.5,12.0,C1,0
mythologies,2.49,11,12.137800000000034,4,1,3.5,2.0,3.0,12.0,C1,0
nailed,3.77,6,10.0,2,1,3.8,3.5,3.2,7.0,B2,1
nailed,3.77,6,10.0,2,1,4.2,3.8,3.5,6.5,B2,1
narrating,2.92,9,15.949999999999886,3,1,3.5,2.0,2.5,8.0,B2,0
narratives,3.61,10,10.682625,4,1,4.0,2.5,3.0,8.0,B2,0
nationalist,3.91,11,13.47,4,0,3.5,2.0,2.5,12.0,B2,0
nationalist,3.91,11,13.47,4,0,3.5,2.0,2.5,12.0,B2,0
nationalized,2.76,12,10.073325000000024,5,1,3.5,2.0,2.0,12.0,C1,0
nationally,3.84,10,6.5158,4,0,3.5,1.5,1.5,8.0,B2,0
nationals,3.91,9,8.441016666666664,3,0,3.5,2.0,2.5,8.0,B2,0
nationals,3.91,9,8.441016666666664,3,0,3.5,2.0,2.5,8.5,B2,0
nations,4.8,7,6.0,2,0,4.2,2.8,3.0,7.5,B1,2
nations,4.8,7,6.0,2,0,4.2,2.8,3.0,7.5,B1,2
negotiating,3.78,11,8.0,4,1,3.8,2.1,2.3,8.5,B2,0
negotiating,3.78,11,8.0,4,1,3.8,2.1,2.3,8.5,B2,0
negotiations,4.21,12,4.15455,4,1,4.2,2.1,2.3,8.5,B2,5
negotiations,4.21,12,4.15455,4,1,4.2,2.3,2.1,8.5,B2,5
neighbors,4.24,9,8.350625000000003,2,1,4.2,3.0,3.5,4.0,A1,1
nests,3.43,5,9.94,1,1,4.2,4.5,4.3,4.0,A1,4
nests,3.43,5,9.94,1,1,4.2,4.5,4.3,4.0,A1,4
netted,3.08,6,6.0,2,1,3.5,3.0,2.5,8.0,B2,1
netted,3.08,6,6.0,2,1,3.5,3.0,2.5,8.0,B2,1
neurons,3.71,7,6.0,2,1,3.5,2.5,2.0,12.0,B2,3
neurons,3.71,7,6.0,2,1,3.5,2.5,2.0,12.0,B2,3
nicknamed,3.44,9,12.052150000000037,3,1,3.5,2.0,2.5,8.0,B2,0
nicknamed,3.44,9,12.052150000000037,3,1,3.5,2.5,2.0,8.0,B2,0
nightshades,1.5,11,13.534424999999985,3,1,2.5,3.5,3.0,12.0,C1,1
nominated,4.18,9,9.264166666666668,4,1,3.5,2.0,2.5,8.5,B2,0
notables,2.64,8,14.229999999999889,3,1,3.0,2.0,2.5,12.0,C1,0
notified,3.83,8,6.9675,3,1,3.5,2.0,2.0,8.0,B2,0
noting,4.0,6,6.0,2,0,3.5,2.0,2.5,6.5,B2,3
numbering,3.27,9,11.106666666666596,3,0,3.0,2.5,2.0,7.0,B2,0
nuns,3.49,4,4.17,1,1,3.8,4.2,4.0,6.5,B2,1
nutrients,3.71,9,13.13886666666662,2,0,4.2,3.8,3.5,8.0,B2,1
observationally,1.48,15,14.788550000000017,6,1,2.0,1.5,1.5,12.0,C1,0
observed,4.39,8,5.33333333333331,2,0,4.0,2.5,2.0,5.0,B1,2
observed,4.39,8,5.33333333333331,2,0,4.0,2.5,2.0,5.0,B1,2
obtained,4.49,8,5.572904761904725,3,1,3.5,2.5,2.0,7.0,B1,0
obtained,4.49,8,5.572904761904725,3,1,3.5,2.5,2.0,7.0,B1,0
occasions,4.26,9,8.0,3,1,4.0,2.5,2.8,5.0,B1,5
occasions,4.26,9,8.0,3,1,3.5,2.5,2.8,6.0,B1,0
occupied,4.32,8,6.0,3,1,4.0,2.5,2.0,5.0,B2,5
occurred,4.57,8,2.0,2,1,4.2,1.8,1.5,7.5,B1,5
occurred,4.57,8,2.0,2,1,4.0,1.5,1.5,7.5,B1,5
occurs,4.34,6,6.0,2,0,3.5,2.0,2.0,6.0,B1,3
oddest,2.6,6,9.76,2,1,3.0,2.0,2.5,8.0,B2,3
offered,4.86,7,3.243483333333333,3,0,4.0,2.0,2.5,5.0,A2,5
offered,4.86,7,3.243483333333333,3,0,4.0,2.0,2.5,5.0,A2,5
offload,2.76,7,11.87,2,1,2.8,2.3,2.1,10.5,B2,3
operated,4.35,8,5.728333333333329,4,1,3.5,2.0,2.5,7.5,B1,0
operated,4.35,8,5.728333333333329,4,1,3.5,2.0,2.0,7.5,B1,0
operating,4.75,9,4.841933333333333,4,0,3.5,2.5,2.0,8.0,B2,0
operations,4.87,10,9.074875,4,0,3.8,2.5,2.0,8.0,B2,5
operations,4.87,10,9.074875,4,0,4.0,2.5,2.0,8.0,B2,5
opponents,4.23,9,5.32717499999998,3,1,3.8,2.5,2.7,8.0,B2,5
opponents,4.23,9,5.32717499999998,3,1,4.0,2.5,2.0,8.0,B2,5
opportunities,4.61,13,4.805,5,1,4.0,2.0,2.5,8.0,B1,0
opposed,4.51,7,4.400000000000029,2,0,3.5,2.0,2.5,8.0,B2,3
opposed,4.51,7,4.400000000000029,2,0,3.5,2.0,2.5,8.0,B2,3
opposes,3.36,7,9.276275000000004,3,0,3.5,2.0,2.5,8.0,B2,0
opposes,3.36,7,9.276275000000004,3,0,3.5,2.0,2.5,8.0,B2,0
orbitals,2.64,8,14.229999999999889,3,0,2.5,2.0,2.0,15.0,C1,0
orchestral,3.26,10,11.12,3,1,3.0,2.5,2.0,10.0,C1,0
organizations,4.67,13,4.655,5,0,4.0,2.5,2.0,8.0,B1,0
organizations,4.67,13,4.655,5,0,4.0,2.5,2.0,8.0,B1,0
organizes,3.08,9,12.183324999999996,4,0,3.5,2.0,2.5,6.5,B1,0
originated,3.8,10,6.845599999999999,5,1,3.5,2.0,2.0,8.0,B2,0
ousted,3.19,6,8.957499999999984,2,1,3.0,2.0,2.0,10.0,C1,3
outcrops,2.79,8,11.292150000000024,2,1,2.5,4.2,3.8,10.0,C1,1
outlines,3.6,8,8.0,3,1,3.0,2.5,2.8,6.0,B2,0
outlines,3.6,8,8.0,3,1,3.0,2.5,2.8,6.0,B2,0
outlining,3.31,9,11.55873750000003,3,1,3.5,2.5,2.0,8.0,B2,0
overcrowding,3.05,12,10.675733333333325,4,1,3.5,2.5,2.0,10.0,B2,0
overcrowding,3.05,12,10.675733333333325,4,1,3.5,2.5,2.0,10.0,B2,0
overextended,2.4,12,12.795675000000015,5,1,2.5,2.0,2.0,12.0,C1,0
overlapping,3.56,11,10.33,4,1,3.5,2.5,2.0,8.0,B2,0
overseeing,3.38,10,6.815,3,1,3.5,2.0,2.0,8.5,B2,0
overspending,2.4,12,13.528649999999972,4,1,3.5,2.0,2.5,10.0,B2,0
overspending,2.4,12,13.528649999999972,4,1,3.5,2.0,2.5,10.0,B2,0
overthrown,3.1,10,6.0,3,1,3.0,2.0,2.5,12.0,B2,0
overwhelming,4.08,12,9.94,4,1,4.0,2.0,2.5,8.0,B2,5
overwhelmingly,3.54,14,12.087924999999997,5,1,3.0,1.5,1.5,12.0,C1,0
owned,4.76,5,2.0,1,0,4.0,2.0,2.5,5.0,A2,2
owners,4.65,6,2.0,2,0,4.0,3.0,2.5,5.0,A2,2
owners,4.65,6,2.0,2,0,4.0,3.0,2.5,5.0,A2,2
painted,4.35,7,3.0,2,1,4.2,3.5,4.0,4.0,A2,1
paintings,4.2,9,8.0,2,0,4.2,4.5,4.7,4.0,A1,4
paperwork,3.84,9,7.53,3,1,4.0,2.5,2.0,8.0,B2,0
paperwork,3.84,9,7.53,3,1,4.0,2.5,2.0,8.0,B2,0
paralyzed,3.44,9,14.300000000000104,4,1,3.5,2.5,3.0,8.5,B2,0
parasites,3.5,9,9.527624999999968,4,1,3.0,3.5,3.0,10.0,B2,0
parasites,3.5,9,9.527624999999968,4,1,3.0,3.5,3.0,10.0,B2,0
parasitic,3.27,9,11.83,4,1,3.0,2.0,2.5,12.0,C1,0
parasitism,2.27,10,14.36,4,1,3.0,2.5,2.0,12.0,C1,0
parasitism,2.27,10,14.36,4,1,3.0,2.5,2.0,12.0,C1,0
pardoned,3.11,8,4.471283333333334,3,1,3.5,2.0,2.5,8.0,B2,0
pardoned,3.11,8,4.471283333333334,3,1,3.5,2.0,2.5,8.0,B2,0
parliamentarians,2.95,16,12.539674999999995,5,1,3.5,2.0,2.5,12.0,C1,0
participants,4.4,12,5.470749999999972,4,0,4.0,2.5,2.0,8.0,B1,5
participants,4.4,12,5.470749999999972,4,0,4.0,2.5,2.0,6.0,B1,5
partnerships,3.82,12,4.323899999999998,3,0,3.8,2.3,2.5,8.5,B2,0
passengers,4.34,10,4.0,3,0,4.2,3.5,3.8,4.0,A2,1
passengers,4.34,10,4.0,3,0,4.0,3.5,3.0,5.0,A2,1
passively,3.01,9,11.79490000000003,4,1,3.0,2.0,1.5,8.5,B2,0
passively,3.01,9,11.79490000000003,4,1,3.0,2.0,2.0,8.0,B2,0
patented,3.54,8,11.53,3,0,3.0,2.0,2.5,12.0,B2,3
patents,3.77,7,8.1034,2,0,3.5,2.0,2.5,12.0,B2,3
patents,3.77,7,8.1034,2,0,3.8,2.5,2.0,12.0,B2,3
patrolling,3.2,10,2.0,3,1,3.0,2.5,2.0,8.0,B2,0
patrols,3.48,7,4.0,2,1,3.5,3.2,3.0,8.0,B2,1
patrols,3.48,7,4.0,2,1,3.5,3.2,2.8,8.0,B2,1
paws,3.43,4,6.15,1,1,4.5,4.8,4.7,3.0,B1,4
paws,3.43,4,6.15,1,1,4.2,4.5,4.6,3.0,A2,4
peculiarities,2.73,13,9.79977499999999,5,1,3.0,2.0,2.5,12.0,C1,0
pellets,3.26,7,14.0,2,1,3.5,4.2,3.8,8.0,B2,1
pellets,3.26,7,14.0,2,1,3.5,4.2,3.8,7.0,B2,1
penalties,4.08,9,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
penalties,4.08,9,6.0,3,1,3.5,2.5,2.0,8.0,B2,0
perfectly,4.61,9,6.0,3,1,4.0,1.5,1.5,7.0,B1,5
perfectly,4.61,9,6.0,3,1,4.0,1.5,1.5,7.0,B1,5
performances,4.29,12,6.873050000000001,4,0,4.0,2.3,3.0,7.5,B1,5
performances,4.29,12,6.873050000000001,4,0,4.0,2.3,3.0,7.5,B1,5
performed,4.68,9,6.185343749999999,3,0,4.0,2.0,2.5,5.0,B1,5
performed,4.68,9,6.185343749999999,3,0,4.0,2.0,2.5,6.5,B1,5
performing,4.56,10,5.33333333333331,3,1,3.8,2.5,3.0,7.0,B1,5
permitted,4.13,9,7.42857142857144,3,0,3.5,2.0,2.0,8.0,B1,0
persisted,3.34,9,5.805,3,1,3.5,2.0,2.5,8.5,B2,0
pertaining,3.6,10,11.005,3,1,3.0,2.0,2.0,10.0,C1,0
photocopier,2.14,11,10.22,4,1,4.2,4.5,4.0,8.0,B1,1
photographs,4.34,11,5.915,3,0,4.2,4.5,4.6,4.0,A2,1
pictured,3.79,8,10.0,2,1,3.8,3.5,4.2,7.0,B1,1
pictured,3.79,8,10.0,2,1,3.8,3.5,4.0,7.0,B1,1
pillars,3.62,7,7.649666666666693,2,1,3.8,4.2,4.0,7.0,B2,1
pillars,3.62,7,7.649666666666693,2,1,3.8,4.2,4.0,8.0,B2,1
pilots,4.12,6,5.0,2,0,4.2,3.5,3.8,5.0,B1,1
pilots,4.12,6,5.0,2,0,4.2,3.5,3.8,5.0,B1,1
pitches,3.64,7,7.3483333333333585,2,1,3.5,2.5,2.8,6.0,B2,1
pits,3.72,4,4.0,1,1,3.5,4.2,3.8,5.0,B2,1
pits,3.72,4,4.0,1,1,3.5,4.2,3.8,5.0,B2,1
plantations,3.46,11,9.40517499999999,3,1,3.5,4.2,4.0,8.0,B2,1
plated,3.45,6,9.759166666666667,2,1,3.0,3.5,3.0,4.0,B2,1
plated,3.45,6,9.759166666666667,2,1,3.5,3.0,3.0,4.0,B2,1
platforms,4.19,9,4.0,2,0,4.0,3.0,3.5,8.0,B1,1
playing,5.37,7,2.4583333333333353,2,0,4.5,3.0,3.5,3.0,A1,2
playing,5.37,7,2.4583333333333353,2,0,4.5,3.0,3.5,3.0,A1,2
pleas,3.51,5,3.945,1,1,3.0,2.0,2.5,8.0,B2,3
plotted,3.31,7,14.0,2,1,3.0,2.5,2.0,8.0,B2,3
plummeting,2.68,10,9.074599999999972,3,1,3.0,2.5,2.0,10.0,C1,0
plundering,2.72,10,11.425699999999956,3,1,2.5,2.0,2.0,10.0,C1,0
plunged,3.4,7,6.0,2,1,3.5,3.2,3.0,8.0,B2,1
plutocrats,2.13,10,11.933549999999997,3,1,3.0,2.0,2.5,12.0,C1,0
plutocrats,2.13,10,11.933549999999997,3,1,3.0,2.0,2.5,12.0,C1,0
poems,4.11,5,4.0,2,0,4.0,2.5,3.5,6.0,A2,2
poems,4.11,5,4.0,2,0,4.0,2.5,3.0,6.0,B1,2
policies,4.71,8,2.0,3,0,4.0,2.0,2.5,10.0,B2,5
policies,4.71,8,2.0,3,0,4.0,2.0,2.5,10.0,B2,5
policing,3.62,8,8.0,3,0,3.8,2.5,2.0,8.0,B2,0
policing,3.62,8,8.0,3,0,3.8,2.5,2.0,8.0,B2,0
politically,4.06,11,6.631450000000001,4,0,3.5,1.5,1.2,12.0,B2,0
politicians,4.54,11,9.949999999999928,4,0,4.2,2.5,2.8,8.0,B1,5
politicizing,2.31,12,8.26595,5,1,3.0,1.5,1.5,12.0,C1,0
polling,3.83,7,10.19,2,0,3.5,2.5,2.0,10.0,B2,3
polling,3.83,7,10.19,2,0,3.5,2.5,2.0,10.0,B2,3
porphyrin,1.9,9,11.42859999999999,3,1,2.5,2.0,2.0,25.0,C1,0
portfolios,3.36,10,9.0,3,1,3.5,2.5,2.0,12.0,B2,0
portfolios,3.36,10,9.0,3,1,3.5,2.5,2.0,12.0,B2,0
posing,3.71,6,9.5,2,1,3.5,3.0,3.0,8.0,B2,1
positioned,3.79,10,6.147208333333334,4,0,3.0,2.5,2.0,8.0,B2,0
positioned,3.79,10,6.147208333333334,4,0,3.0,2.5,2.0,8.0,B2,0
positions,4.63,9,8.666666666666623,3,0,3.0,2.5,2.0,7.0,B1,0
postdoctoral,3.13,12,14.94,4,1,3.5,2.0,2.0,25.0,C1,0
postdoctoral,3.13,12,14.94,4,1,3.5,2.0,2.0,25.0,C1,0
posters,3.99,7,5.0,2,0,4.0,4.2,4.5,5.0,A1,4
postmortem,2.75,10,12.22,3,1,3.0,2.0,2.5,15.0,C1,0
potentially,4.39,11,5.494999999999997,4,1,3.5,2.0,2.0,8.0,B2,0
pounds,4.53,6,2.0,1,0,4.2,3.5,2.8,5.0,A1,2
pounds,4.53,6,2.0,1,0,4.5,3.5,3.0,5.0,A1,2
praised,4.02,7,12.0,2,1,4.0,2.0,2.5,6.5,B2,2
praises,3.51,7,12.0,2,1,4.0,2.0,2.5,5.0,B2,2
praises,3.51,7,12.0,2,1,4.0,2.0,2.5,5.0,B2,2
preached,3.37,8,8.185074999999957,2,1,3.5,2.0,2.5,8.0,B2,3
preceded,3.68,8,7.1875,3,1,3.5,2.0,2.0,8.0,B2,0
predated,2.46,8,9.235075000000052,3,1,2.5,2.0,2.0,12.0,C1,0
predators,3.74,9,4.0,3,1,3.8,4.2,4.0,8.0,B2,1
predators,3.74,9,4.0,3,1,3.8,4.2,4.0,8.0,B2,1
predawn,2.04,7,9.83,2,1,3.0,2.5,3.5,12.0,C1,3
predicted,4.12,9,8.0,3,1,3.5,2.0,2.5,8.0,B1,0
preferred,4.35,9,6.555,2,1,4.0,2.0,2.5,6.5,B1,2
preferred,4.35,9,6.555,2,1,4.0,2.0,2.5,6.0,B1,2
premiered,3.32,9,11.570000000000029,3,1,3.5,2.0,2.5,10.0,B2,0
preparations,3.87,12,8.492200000000018,4,1,3.5,2.8,2.7,7.5,B1,0
preparing,4.33,9,6.0,3,0,4.0,2.5,2.0,5.0,B1,5
preparing,4.33,9,6.0,3,0,4.0,2.5,3.0,5.0,B1,5
preserved,4.07,9,10.0,3,1,3.5,3.0,2.5,8.0,B2,0
preserving,3.73,10,9.690149999999994,3,1,3.8,3.2,3.0,8.5,B2,1
presidents,4.08,10,4.0,3,0,4.0,2.5,3.0,8.0,B1,5
presumed,3.62,8,8.0,3,1,3.5,2.0,2.0,10.0,B2,0
prevented,4.09,9,5.893799999999999,3,0,3.5,2.0,2.5,8.0,B1,0
prevented,4.09,9,5.893799999999999,3,0,3.5,2.0,2.0,8.0,B1,0
preventing,4.12,10,8.0,3,0,3.5,2.0,2.5,8.0,B1,0
preventing,4.12,10,8.0,3,0,3.5,2.0,2.5,8.0,B1,0
previously,4.83,10,6.61125,3,1,4.0,1.5,1.5,7.0,B1,5
previously,4.83,10,6.61125,3,1,4.0,1.5,1.5,7.0,B1,5
primed,3.15,6,10.0,2,1,3.0,2.0,2.5,8.0,B2,3
primed,3.15,6,10.0,2,1,3.0,2.0,2.5,8.0,B2,3
principles,4.42,10,9.95,3,0,4.0,2.0,2.5,8.0,B2,5
principles,4.42,10,9.95,3,0,4.0,2.0,2.5,8.0,B2,5
privately,4.01,9,7.32,2,0,3.5,2.0,2.0,8.0,B2,3
probes,3.43,6,8.03,2,1,3.0,2.5,2.0,8.0,B2,3
probes,3.43,6,8.03,2,1,3.0,2.5,2.0,8.0,B2,3
proclaimed,3.77,10,3.643491666666664,3,1,3.5,2.0,2.5,8.5,B2,0
profoundly,3.51,10,12.600000000000016,3,1,3.0,1.5,1.5,10.0,C1,0
profoundly,3.51,10,12.600000000000016,3,1,3.2,1.8,2.0,10.5,C1,0
profundities,1.21,12,15.65582499999998,4,1,2.5,2.0,2.0,12.0,C1,0
profundities,1.21,12,15.65582499999998,4,1,2.5,2.0,2.0,12.0,C1,0
programming,4.37,11,10.58,3,0,4.0,2.5,3.0,12.0,B1,0
prohibited,3.99,10,9.14,4,1,3.5,2.0,2.5,8.0,B2,0
prohibits,3.42,9,4.08,3,1,3.5,2.0,2.0,10.0,B2,0
prohibits,3.42,9,4.08,3,1,3.5,2.0,2.0,10.0,B2,0
projected,3.99,9,6.5,3,1,3.0,2.5,2.0,8.0,B2,0
projected,3.99,9,6.5,3,1,3.0,2.5,2.0,8.0,B2,0
promised,4.49,8,3.87,2,0,4.0,2.0,2.5,5.0,A2,2
promised,4.49,8,3.87,2,0,4.0,2.0,2.5,5.0,A2,2
prompted,3.88,8,8.094750000000005,2,1,3.5,2.0,2.5,5.0,B2,3
prompting,3.45,9,8.682366666666638,2,1,3.5,2.0,2.5,8.0,B2,3
proposed,4.71,8,6.0,2,0,3.5,2.0,2.0,8.0,B2,3
prospects,4.07,9,5.883333333333334,2,1,3.5,2.5,2.0,8.0,B2,3
protected,4.51,9,2.0,3,0,4.0,2.5,2.0,8.0,B1,5
protected,4.51,9,2.0,3,0,4.0,2.3,2.5,7.5,B1,5
protecting,4.3,10,7.921292857142856,3,0,4.0,2.0,2.5,5.0,B1,5
protecting,4.3,10,7.921292857142856,3,0,4.0,2.0,2.5,5.0,B1,5
protesting,3.76,10,3.8680249999999967,3,0,3.5,2.5,2.0,8.0,B2,0
protesting,3.76,10,3.8680249999999967,3,0,3.8,2.5,3.0,8.0,B2,0
protests,4.2,8,4.0,2,1,4.0,3.2,3.5,8.0,B2,1
protests,4.2,8,4.0,2,1,4.2,3.5,3.8,8.0,B2,1
provides,4.8,8,7.898333333333333,3,0,4.0,2.0,2.0,5.0,B1,5
providing,4.72,9,6.479906250000011,3,0,4.0,2.3,2.5,6.5,B2,5
providing,4.72,9,6.479906250000011,3,0,4.0,2.3,2.1,7.5,B2,5
provisioning,2.71,12,10.922475000000023,4,1,3.0,2.5,2.0,12.0,C1,0
proxies,3.08,7,5.950425000000027,2,1,3.0,2.5,2.0,10.0,B2,3
psychologists,3.56,13,12.734200000000005,4,1,4.0,2.5,2.0,10.0,B2,0
published,5.07,9,2.0,3,0,4.0,2.0,2.5,8.0,B1,5
published,5.07,9,2.0,3,0,4.0,2.0,2.5,8.0,B1,5
publishes,3.55,9,6.0,3,0,3.5,2.0,2.5,8.0,B2,0
publishing,4.37,10,10.0,3,0,4.0,2.5,2.0,8.0,B2,5
pummeled,2.44,8,11.283850000000005,3,1,2.8,2.5,2.2,10.0,C1,0
punched,3.83,7,8.476000000000079,2,1,3.8,3.5,3.2,4.0,B1,1
punching,3.67,8,7.400000000000054,2,1,4.5,4.2,4.3,4.0,B1,4
pupates,1.17,7,13.42,3,1,2.5,3.0,2.0,12.0,C1,0
puppets,3.4,7,6.0,2,1,4.2,4.5,4.7,4.0,B1,4
purchasing,4.06,10,10.0,3,1,4.0,2.5,2.0,8.0,B2,5
purchasing,4.06,10,10.0,3,1,4.0,2.5,2.0,8.0,B2,5
purposes,4.51,8,5.284999999999969,3,0,4.0,2.3,2.5,6.5,B1,5
purposes,4.51,8,5.284999999999969,3,0,4.0,2.0,2.5,6.5,B1,5
pursuing,3.96,8,9.0,2,1,3.5,2.0,2.5,8.0,B2,3
quacks,2.6,6,8.545200000000003,1,1,3.5,3.0,3.0,4.0,B2,1
quelled,2.46,7,4.0,2,1,2.5,2.0,2.0,12.0,C1,0
quelled,2.46,7,4.0,2,1,2.5,2.0,2.0,12.0,C1,0
questioned,4.02,10,9.655575000000006,3,0,3.5,2.0,2.0,7.0,B1,0
questioned,4.02,10,9.655575000000006,3,0,3.5,2.0,2.0,6.0,B1,0
questioning,4.04,11,10.0,3,1,4.0,2.0,2.5,5.0,B2,5
questioning,4.04,11,10.0,3,1,4.0,2.0,2.5,5.0,B2,5
questions,5.15,9,3.7166666666666632,2,0,4.5,2.0,2.5,4.0,A1,2
questions,5.15,9,3.7166666666666632,2,0,4.5,2.0,2.5,4.0,A1,2
quotas,3.33,6,4.612100000000001,2,1,3.0,2.0,2.5,12.0,B2,3
quotas,3.33,6,4.612100000000001,2,1,3.0,2.0,2.5,12.0,B2,3
quoted,4.21,6,4.0,2,1,3.5,2.0,2.5,8.0,B2,3
quoted,4.21,6,4.0,2,1,3.5,2.0,2.0,8.0,B2,3
quoting,3.72,7,12.0,2,1,3.5,2.0,2.5,8.0,B2,3
quoting,3.72,7,12.0,2,1,3.5,2.0,2.5,8.0,B2,3
races,4.38,5,8.0,2,0,4.2,3.5,3.8,4.0,A1,1
racing,4.5,6,4.0,2,0,4.5,4.2,4.0,5.0,B1,4
racing,4.5,6,4.0,2,0,4.5,4.2,4.0,5.0,B1,4
radars,2.87,6,9.766900000000026,2,1,3.0,3.5,3.0,8.0,B2,1
radars,2.87,6,9.766900000000026,2,1,3.0,3.5,2.5,8.0,B2,1
raged,3.06,5,11.422350000000002,2,1,3.5,2.0,2.5,8.0,B2,3
raided,3.47,6,11.986666666666665,2,1,3.0,2.5,2.0,8.0,B2,3
raiding,3.27,7,13.0,2,1,3.0,2.5,2.8,8.0,B2,3
raids,3.89,5,6.0,1,0,3.5,3.2,3.0,8.0,B2,1
raised,4.84,6,4.0,1,1,4.0,2.0,2.5,3.5,B1,2
raised,4.84,6,4.0,1,1,4.0,2.0,2.5,3.5,B1,2
raises,4.05,6,2.0,2,0,4.0,2.0,2.5,5.0,B1,2
rallied,3.27,7,13.0,2,1,3.0,2.0,2.5,8.5,B2,3
rallied,3.27,7,13.0,2,1,3.0,2.0,2.5,10.0,B2,3
randomly,3.97,8,9.323500000000058,3,1,3.0,1.5,1.5,8.0,B2,3
ranged,3.74,6,8.45375,2,1,3.0,2.5,2.0,8.0,B2,3
ranked,4.35,6,6.0,2,1,3.5,2.5,2.0,8.0,B2,3
raped,4.08,5,6.6666666666666545,2,0,3.0,2.0,1.5,13.0,B2,3
raped,4.08,5,6.6666666666666545,2,0,3.5,2.0,2.5,13.0,B2,3
rapist,3.62,6,12.05,2,1,3.5,3.0,2.5,13.0,B2,3
rapist,3.62,6,12.05,2,1,4.0,3.0,3.5,15.0,B2,3
reacting,3.62,8,10.0,2,0,3.5,2.5,2.0,7.0,B2,3
reactions,4.24,9,8.350625000000003,2,0,3.5,2.5,2.0,8.0,B1,3
readied,2.59,7,6.637875000000007,2,1,3.0,2.0,2.5,8.0,C1,3
reaffirmed,3.12,10,10.0,3,1,3.2,2.1,2.0,10.5,C1,0
reagents,2.86,8,12.003250000000005,2,1,2.8,2.5,2.0,12.0,C1,3
reassured,3.11,9,8.666666666666623,3,1,3.5,2.0,2.5,8.0,B2,0
reassured,3.11,9,8.666666666666623,3,1,3.5,2.0,2.5,8.0,B2,0
recalling,3.38,9,9.0,3,1,3.5,2.5,2.8,7.0,B2,0
recapitalize,1.66,12,13.56,5,1,2.5,1.5,1.2,12.0,C1,0
received,5.16,8,2.3264,2,0,4.0,2.0,2.0,5.0,A2,2
recipients,3.82,10,6.0,3,1,3.0,2.5,2.0,8.0,B2,0
recognized,4.52,10,6.588333333333322,3,1,4.0,2.0,2.5,6.0,B2,5
recognized,4.52,10,6.588333333333322,3,1,4.0,2.0,2.5,6.0,B2,5
recognizes,3.74,10,9.0,4,1,4.2,2.0,2.5,4.0,B1,5
recognizes,3.74,10,9.0,4,1,4.0,2.0,2.5,5.0,B1,5
recommended,4.5,11,6.875,4,1,4.0,2.0,2.5,8.0,B1,5
