HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",24,33,preserved,2,3,5
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",34,41,partial,3,1,4
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",34,50,partial skeleton,1,1,2
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",42,50,skeleton,4,4,8
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",75,83,feathers,0,4,4
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",91,95,tail,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",98,106,composed,3,0,3
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",112,126,central rachis,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",120,126,rachis,6,9,15
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",120,136,rachis and vanes,2,2,4
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It is known from a well preserved partial skeleton that includes four long feathers on the tail , composed of a central rachis and vanes .",131,136,vanes,5,8,13
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",6,11,et al,0,3,3
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",33,46,Epidexipteryx,6,5,11
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",47,54,evolved,2,3,5
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",67,76,ancestors,5,5,10
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",81,93,subsequently,8,6,14
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",103,108,wings,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",120,128,indicate,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",134,142,advanced,1,0,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",143,150,display,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",181,189,predated,6,9,15
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",181,196,predated flying,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",200,207,gliding,0,4,4
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"Zhang et al. suggest that unless Epidexipteryx evolved from flying ancestors and subsequently lost its wings , this may indicate that advanced display feathers on the tail may have predated flying or gliding flight .",200,214,gliding flight,1,1,2
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",7,12,teeth,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",38,42,jaws,0,4,4
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",50,59,unusually,2,1,3
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",77,83,angled,0,2,2
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",96,103,feature,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",117,130,Masiakasaurus,3,3,6
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"It had teeth only in the front of the jaws , with unusually long front teeth angled forward , a feature only seen in Masiakasaurus among other theropods .",143,152,theropods,9,10,19
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",25,38,Epidexipteryx,1,0,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",25,42,Epidexipteryx hui,2,1,3
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",39,42,hui,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",137,150,tail feathers,0,1,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",171,180,estimated,4,0,4
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",183,189,weight,1,0,1
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",229,234,basal,1,2,3
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",229,243,basal avialans,10,5,15
3YZ7A3YHR5U1PUML5Q2503HCZRLS5M,"In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .",235,243,avialans,3,5,8
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Observers have noted that his style is similar to Blek le Rat , who began to work with stencils in 1981 in Paris .",0,9,Observers,4,3,7
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Observers have noted that his style is similar to Blek le Rat , who began to work with stencils in 1981 in Paris .",15,20,noted,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Observers have noted that his style is similar to Blek le Rat , who began to work with stencils in 1981 in Paris .",50,61,Blek le Rat,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Observers have noted that his style is similar to Blek le Rat , who began to work with stencils in 1981 in Paris .",87,95,stencils,8,10,18
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",5,13,artistic,1,0,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",23,32,political,1,0,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",23,54,political and social commentary,1,0,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",37,54,social commentary,2,2,4
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",44,54,commentary,4,2,6
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",65,73,featured,0,4,4
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",99,106,bridges,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Such artistic works of political and social commentary have been featured on streets , walls , and bridges of cities throughout the world .",117,127,throughout,1,4,5
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",6,13,flowing,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",21,25,bogs,3,7,10
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",32,46,characteristic,8,2,10
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",78,87,dissolved,3,0,3
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",78,100,dissolved peat tannins,3,1,4
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",88,92,peat,2,1,3
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",88,100,peat tannins,4,4,8
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Water flowing out of bogs has a characteristic brown color , which comes from dissolved peat tannins .",93,100,tannins,7,3,10
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",19,28,fertility,4,2,6
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",38,45,climate,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",57,67,relatively,1,2,3
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",79,85,growth,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",92,97,decay,2,6,8
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",113,118,owing,2,3,5
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",126,135,saturated,5,6,11
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",126,140,saturated soil,3,1,4
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"In general the low fertility and cool climate results in relatively slow plant growth , but decay is even slower owing to the saturated soil .",136,140,soil,0,2,2
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",0,4,Bogs,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",10,21,distinctive,4,0,4
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",10,33,distinctive assemblages,2,3,5
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",22,33,assemblages,10,8,18
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",54,61,species,1,0,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",78,88,importance,1,0,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",93,105,biodiversity,10,7,17
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",108,120,particularly,2,1,3
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",124,134,landscapes,1,5,6
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",154,161,settled,0,3,3
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,"Bogs have distinctive assemblages of plant and animal species and are of high importance for biodiversity , particularly in landscapes that are otherwise settled and farmed .",166,172,farmed,0,2,2
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,Bogs occur where the water at the ground surface is acidic and low in nutrients .,0,4,Bogs,1,0,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,Bogs occur where the water at the ground surface is acidic and low in nutrients .,5,10,occur,0,1,1
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,Bogs occur where the water at the ground surface is acidic and low in nutrients .,52,58,acidic,6,0,6
3A3KKYU7P3IS4IO0HUTSEUVJRZ7MWL,Bogs occur where the water at the ground surface is acidic and low in nutrients .,70,79,nutrients,5,1,6
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",4,13,following,3,0,3
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",4,18,following year,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",36,43,teenage,7,10,17
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",36,52,teenage daughter,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",44,52,daughter,1,1,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",56,77,Arnold Schwarzenegger,1,0,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",63,77,Schwarzenegger,1,1,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",102,111,True Lies,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .",107,111,Lies,0,2,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",4,12,appeared,3,4,7
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",20,43,Simple Plan music video,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",61,64,Kid,1,0,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",77,81,band,1,0,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",85,98,love interest,4,1,5
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",112,122,Nickelback,1,1,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .",139,147,Rockstar,2,0,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",0,7,Variety,3,1,4
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",8,17,announced,4,4,8
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",57,64,co-star,4,7,11
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",70,78,Macaulay,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",70,85,Macaulay Culkin,1,0,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",111,115,dark,1,0,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",111,122,dark comedy,6,4,10
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",116,122,comedy,1,2,3
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"Variety announced on August 2 , 2006 , that Dushku would co-star with Macaulay Culkin in Sex and Breakfast , a dark comedy written and directed by Miles Brandman .",135,143,directed,2,0,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The movie was released in Los Angeles on November 30 , 2007 , and on DVD on January 22 , 2008 .",14,22,released,7,7,14
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The movie was released in Los Angeles on November 30 , 2007 , and on DVD on January 22 , 2008 .",69,72,DVD,2,0,2
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The same year , Kevin Smith invited Dushku to be a part of Jay and Silent Bob Strike Back .",28,35,invited,4,1,5
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The same year , Kevin Smith invited Dushku to be a part of Jay and Silent Bob Strike Back .",36,42,Dushku,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The same year , Kevin Smith invited Dushku to be a part of Jay and Silent Bob Strike Back .",43,58,to be a part of,0,1,1
3LN50BUKPVCIER9E5WEIMN8YYXEPLR,"The same year , Kevin Smith invited Dushku to be a part of Jay and Silent Bob Strike Back .",78,89,Strike Back,0,2,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"This is done because it is the account name , not the behavior of the person behind it , which is the problem .",31,43,account name,1,0,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"This is done because it is the account name , not the behavior of the person behind it , which is the problem .",54,62,behavior,2,6,8
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .",19,26,unblock,0,8,8
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .",19,34,unblock request,0,1,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .",48,59,attentively,7,6,13
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .",69,77,policies,1,2,3
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .",82,92,guidelines,2,4,6
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",18,26,username,1,1,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",37,44,hateful,0,2,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",37,55,hateful or obscene,0,1,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",48,55,obscene,8,8,16
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",48,64,obscene language,2,2,4
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",78,87,indicates,1,1,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",88,98,disruptive,8,10,18
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",88,120,disruptive or provocative intent,0,1,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",102,113,provocative,10,8,18
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",102,120,provocative intent,1,2,3
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",114,120,intent,2,0,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .",129,141,hard blocked,1,3,4
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",38,48,open proxy,3,4,7
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",43,48,proxy,6,6,12
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",60,68,probably,0,1,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",82,85,via,1,0,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",94,104,connection,0,1,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",123,130,proxies,4,1,5
