,word,complex_percentage,length,frequency,aoa,Familiarity,Concreteness
4371,representatives,0.0,15,4.52,,0.0,0.0
4372,represented,10.0,11,4.53,,0.0,0.0
4373,repression,50.0,10,3.51,12.5,0.0,0.0
4374,reprieve,40.0,8,2.88,13.38,0.0,0.0
4375,reproductions,30.0,13,2.93,,0.0,0.0
4376,republican,3.5714285714285716,10,4.7,11.28,0.0,0.0
4377,republicans,5.0,11,4.5,,0.0,0.0
4378,reputation,20.0,10,4.47,8.84,492.0,232.0
4379,request,15.0,7,4.76,8.74,0.0,0.0
4380,requested,20.0,9,4.33,,0.0,0.0
4381,requesting,10.0,10,3.8,,0.0,0.0
4382,require,0.0,7,4.78,8.67,0.0,0.0
4383,required,15.0,8,5.02,,0.0,0.0
4384,requires,10.0,8,4.67,,0.0,0.0
4385,rescue,34.0,6,4.48,7.17,532.0,373.0
4386,rescued,60.0,7,3.94,,0.0,0.0
4387,rescues,15.0,7,3.25,,0.0,0.0
4388,research,14.444444444444445,8,5.39,8.33,546.0,366.0
4389,researched,0.0,10,3.56,,0.0,0.0
4390,researchers,10.0,11,4.39,,0.0,0.0
4391,researching,0.0,11,3.63,,0.0,0.0
4392,resemble,90.0,8,3.73,10.05,0.0,0.0
4393,resembled,70.0,9,3.33,,0.0,0.0
4394,reserve,2.5,7,4.6,10.22,0.0,0.0
4395,reserved,16.666666666666668,8,4.18,,0.0,0.0
4396,reserving,0.0,9,2.93,,0.0,0.0
4397,residence,15.555555555555555,9,4.36,9.11,0.0,0.0
4398,residences,20.0,10,3.44,,0.0,0.0
4399,residencies,0.0,11,2.58,,0.0,0.0
4400,resident,26.666666666666668,8,4.38,8.47,0.0,0.0
4401,residential,7.5,11,4.33,9.72,0.0,0.0
4402,residents,11.25,9,4.64,,0.0,0.0
4403,residing,20.0,8,3.58,,0.0,0.0
4404,resignations,15.0,12,2.82,,0.0,0.0
4405,resilience,100.0,10,3.58,12.53,0.0,0.0
4406,resilient,40.0,9,3.5,12.88,0.0,0.0
4407,resins,35.0,6,2.94,,0.0,0.0
4408,resistance,12.5,10,4.55,10.0,540.0,358.0
4409,resistances,20.0,11,2.69,,0.0,0.0
4410,resolve,22.0,7,4.17,11.0,0.0,0.0
4411,resolved,33.333333333333336,8,4.1,,387.0,0.0
4412,resonate,33.333333333333336,8,3.19,14.47,0.0,0.0
4413,resort,2.0,6,4.37,9.28,523.0,499.0
4414,resorts,0.0,7,3.75,,0.0,0.0
4415,resource,10.0,8,4.39,10.0,0.0,0.0
4416,resources,20.0,9,4.91,,0.0,0.0
4417,respect,5.0,7,5.03,8.5,571.0,280.0
4418,respectively,32.5,12,4.45,,0.0,0.0
4419,respond,10.0,7,4.53,8.84,0.0,0.0
4420,responded,22.5,9,4.26,,0.0,0.0
4421,responding,26.0,10,4.07,,0.0,0.0
4422,response,10.0,8,5.03,7.22,544.0,0.0
4423,responsibility,11.538461538461538,14,4.75,6.89,532.0,222.0
4424,responsible,6.666666666666667,11,4.88,10.15,588.0,0.0
4425,restive,46.666666666666664,7,2.37,,0.0,0.0
4426,restore,20.0,7,4.18,10.78,490.0,275.0
4427,restoring,10.0,9,3.72,,0.0,0.0
4428,restricted,11.666666666666666,10,4.19,8.11,0.0,0.0
4429,restricting,40.0,11,3.52,,0.0,0.0
4430,restrictions,30.0,12,4.31,,0.0,0.0
4431,restricts,15.0,9,3.12,,0.0,0.0
4432,restructuring,50.0,13,3.62,12.53,0.0,0.0
4433,resulted,10.0,8,4.37,,0.0,0.0
4434,results,5.714285714285714,7,5.23,,0.0,0.0
4435,resume,10.0,6,4.12,13.47,0.0,0.0
4436,resumed,30.0,7,3.76,,0.0,0.0
4437,resumption,45.0,10,3.09,13.06,372.0,262.0
4438,resurgent,100.0,9,2.61,,0.0,0.0
4439,retaining,90.0,9,3.78,,0.0,0.0
4440,retake,16.666666666666668,6,3.28,8.79,0.0,0.0
4441,retaliated,45.0,10,2.8,,0.0,0.0
4443,retirement,20.0,10,4.53,9.11,0.0,0.0
4444,retiring,25.0,8,3.8,,0.0,0.0
4445,retracting,80.0,10,2.49,,0.0,0.0
4446,retreat,70.0,7,4.13,10.53,479.0,367.0
4447,retreating,50.0,10,3.27,,0.0,0.0
4448,retreats,20.0,8,3.16,,0.0,0.0
4449,return,10.0,6,5.19,5.61,582.0,0.0
4450,returned,10.0,8,4.82,,0.0,0.0
4451,returning,0.0,9,4.49,,0.0,0.0
4452,reuniting,70.0,9,2.95,,0.0,0.0
4454,revamped,33.333333333333336,8,3.18,,0.0,0.0
4455,revealed,25.0,8,4.65,,517.0,0.0
4456,reveals,40.0,7,4.34,,0.0,0.0
4457,revenue,4.615384615384615,7,4.64,11.74,401.0,373.0
4458,revered,30.0,7,3.34,,0.0,0.0
4459,reversed,20.0,8,3.88,,0.0,0.0
4460,revert,35.0,6,3.35,13.11,0.0,0.0
4461,review,20.0,6,5.12,8.84,496.0,388.0
4462,reviewing,10.0,9,3.92,,0.0,0.0
4463,revision,35.0,8,3.82,10.33,0.0,0.0
4464,revolt,36.666666666666664,6,3.73,10.67,497.0,400.0
4465,revolution,40.0,10,4.56,10.0,477.0,378.0
4466,rheumatism,70.0,10,2.62,13.57,371.0,489.0
4470,ribs,20.0,4,3.8,,0.0,0.0
4471,rich,0.0,4,4.91,6.32,575.0,377.0
4473,ride,10.0,4,4.85,4.67,576.0,424.0
4474,rifles,10.0,6,3.84,,0.0,0.0
4475,rigging,55.0,7,3.42,,0.0,0.0
4476,right,5.0,5,5.96,,599.0,361.0
4477,rights,12.307692307692308,6,5.19,,0.0,0.0
4478,ring,13.333333333333334,4,4.81,4.53,589.0,593.0
4479,ringleaders,100.0,11,2.32,,,
4480,riot,20.0,4,4.09,9.95,490.0,414.0
4481,riots,10.0,5,3.87,,0.0,0.0
4482,riposte,80.0,7,2.44,15.6,0.0,0.0
4483,rise,5.0,4,4.81,6.72,546.0,368.0
4484,risen,10.0,5,3.86,,0.0,0.0
4485,rises,10.0,5,4.07,,0.0,0.0
4486,rising,11.666666666666666,6,4.52,,0.0,0.0
4487,risks,5.0,5,4.35,,0.0,0.0
4488,risky,20.0,5,3.94,8.16,0.0,0.0
4489,rivalries,30.0,9,3.17,,0.0,0.0
4490,rivals,40.0,6,3.95,,0.0,0.0
4492,roadblocks,20.0,10,2.93,,,
4493,roadside,10.0,8,3.45,8.26,0.0,0.0
4495,roam,10.0,4,3.46,8.58,0.0,0.0
4496,roamed,40.0,6,2.91,,0.0,0.0
4499,robes,10.0,5,3.39,,0.0,0.0
4500,robust,40.0,6,3.94,13.16,0.0,0.0
4501,rocked,50.0,6,3.53,,0.0,0.0
4502,rocket,6.666666666666667,6,4.31,5.63,525.0,645.0
4506,role,13.333333333333334,4,5.16,6.65,524.0,335.0
4507,roles,22.5,5,4.44,,0.0,0.0
4508,roll,10.0,4,4.75,4.47,547.0,457.0
4509,rolled,13.333333333333334,6,4.21,,0.0,0.0
4510,rolls,12.0,5,4.23,,0.0,0.0
4511,roman,0.0,5,4.5,9.52,0.0,0.0
4515,romantic,5.0,8,4.43,8.11,0.0,0.0
4516,roof,10.0,4,4.55,5.0,552.0,586.0
4517,room,10.0,4,5.39,4.22,627.0,566.0
4522,rose,10.0,4,4.82,6.11,556.0,608.0
4526,rot,15.0,3,3.7,7.57,0.0,0.0
4527,rotate,10.0,6,3.58,7.89,0.0,0.0
4528,rotation,0.0,8,4.08,8.11,470.0,366.0
4529,roughly,22.0,7,4.36,,0.0,0.0
4530,round,6.666666666666667,5,5.14,4.75,563.0,438.0
4531,roundabouts,50.0,11,2.6,,0.0,0.0
4532,rounds,8.333333333333334,6,4.3,,0.0,0.0
4533,route,18.0,5,4.67,11.4,515.0,440.0
4534,routine,20.0,7,4.37,9.26,523.0,0.0
4535,roux,10.0,4,3.01,15.0,,
4536,row,10.0,3,4.6,7.0,0.0,0.0
4538,royal,11.428571428571429,5,4.85,7.17,0.0,0.0
4539,rubber,0.0,6,4.23,7.62,547.0,596.0
4540,rule,20.0,4,4.94,4.72,534.0,286.0
4541,ruled,17.5,5,4.3,,0.0,0.0
4542,ruler,10.0,5,3.84,5.94,571.0,555.0
4543,rulers,15.0,6,3.7,,0.0,0.0
4544,rules,40.0,5,5.06,,0.0,0.0
4546,ruling,13.333333333333334,6,4.29,9.89,0.0,0.0
4547,run,5.0,3,5.49,4.47,0.0,0.0
4549,running,10.0,7,5.23,,571.0,444.0
4550,runway,30.0,6,3.92,8.35,0.0,0.0
4552,rushed,40.0,6,3.98,,0.0,0.0
4557,sacrifice,70.0,9,4.29,9.61,0.0,0.0
4558,sacrificed,50.0,10,3.67,,0.0,0.0
4559,sacrifices,30.0,10,3.72,,0.0,0.0
4560,saddled,46.666666666666664,7,2.94,,0.0,0.0
4561,sadness,15.0,7,3.88,5.0,0.0,0.0
4563,safe,50.0,4,5.07,5.11,531.0,376.0
4564,safeguard,70.0,9,3.55,11.0,0.0,0.0
4565,safety,15.0,6,4.97,5.84,556.0,323.0
4566,sag,3.3333333333333335,3,3.25,6.95,0.0,0.0
4568,sagging,26.666666666666668,7,2.93,,0.0,0.0
4570,said,5.0,4,6.01,,600.0,306.0
4571,sailors,5.0,7,3.75,,0.0,0.0
4572,saint,0.0,5,4.41,,463.0,458.0
4574,sale,16.666666666666668,4,4.99,6.76,555.0,364.0
4575,salient,55.0,7,3.12,15.62,0.0,0.0
4576,saloon,6.666666666666667,6,3.43,9.0,381.0,575.0
4577,saluted,3.3333333333333335,7,2.72,,0.0,0.0
4578,salvage,85.0,7,3.65,10.11,0.0,0.0
4581,sampling,40.0,8,3.75,,0.0,0.0
4582,sanctioned,40.0,10,3.62,,0.0,0.0
4583,sanctions,18.46153846153846,9,3.95,,0.0,0.0
4584,sanctuary,33.333333333333336,9,3.93,9.72,449.0,486.0
4585,sang,10.0,4,4.1,,0.0,0.0
4587,sans,5.0,4,3.58,,0.0,0.0
4593,sat,10.0,3,4.64,,0.0,0.0
4594,satanic,25.0,7,3.3,9.11,0.0,0.0
4595,satellite,8.333333333333334,9,4.33,11.68,0.0,0.0
4596,satirical,90.0,9,3.36,12.39,0.0,0.0
4597,satisfied,10.0,9,4.28,9.68,0.0,0.0
4598,saturated,35.0,9,3.66,10.63,0.0,0.0
4599,save,5.0,4,5.14,5.44,559.0,314.0
4600,scale,0.0,5,4.83,8.85,523.0,475.0
4601,scandal,30.0,7,4.17,10.83,0.0,0.0
4605,scary,70.0,5,4.37,4.26,0.0,0.0
4606,scene,11.25,5,4.97,8.17,526.0,408.0
4607,scent,0.0,5,3.82,5.94,501.0,462.0
4609,schedule,40.0,8,4.67,7.47,0.0,0.0
4610,scheduled,50.0,9,4.45,,0.0,0.0
4611,scheme,7.5,6,4.57,9.65,492.0,328.0
4612,schemes,23.333333333333332,7,4.03,,0.0,0.0
4614,schistosomiasis,40.0,15,2.09,,,
4616,school,0.0,6,5.71,3.89,582.0,573.0
4617,schooling,15.0,9,3.73,6.37,0.0,0.0
4620,science,8.0,7,5.12,7.32,577.0,366.0
4621,scientists,5.0,10,4.5,,0.0,0.0
4622,score,10.0,5,4.83,5.83,0.0,0.0
4623,scored,10.0,6,4.63,,0.0,0.0
4624,scoring,0.0,7,4.36,,0.0,0.0
4625,scrapped,100.0,8,3.51,,0.0,0.0
4626,screamed,50.0,8,3.72,,0.0,0.0
4627,screaming,50.0,9,4.35,,519.0,0.0
4628,screen,0.0,6,4.85,5.84,0.0,0.0
4629,scripted,23.333333333333332,8,3.4,,0.0,0.0
4630,scrotum,30.0,7,2.85,14.44,0.0,0.0
4631,scrutiny,26.666666666666668,8,3.74,13.0,0.0,0.0
4632,scuffle,100.0,7,2.79,9.53,0.0,0.0
4633,scullion,10.0,8,2.04,15.0,0.0,0.0
4634,sculptors,40.0,9,2.84,,0.0,0.0
4635,sculpture,20.0,9,3.92,7.47,0.0,0.0
4638,sea,7.5,3,5.06,4.74,537.0,596.0
4639,seal,0.0,4,4.3,5.42,482.0,587.0
4640,seaplanes,70.0,9,2.05,,0.0,0.0
4641,search,7.5,6,4.96,8.72,537.0,371.0
4642,searching,5.0,9,4.36,,0.0,0.0
4643,season,8.75,6,5.48,6.05,565.0,445.0
4644,seasons,0.0,7,4.52,,0.0,0.0
4645,seat,20.0,4,4.82,4.58,597.0,568.0
4646,seats,0.0,5,4.53,,0.0,0.0
4647,second,3.3333333333333335,6,5.63,4.68,598.0,344.0
4650,secrecy,25.0,7,3.57,8.89,0.0,0.0
4651,secret,10.0,6,4.92,5.39,0.0,0.0
4652,secretary,2.0,9,4.95,7.75,528.0,576.0
4653,secrets,0.0,7,4.31,,0.0,0.0
4654,sect,7.5,4,3.54,13.39,0.0,0.0
4655,sectarian,29.23076923076923,9,3.27,13.64,0.0,0.0
4656,section,10.0,7,5.0,6.78,0.0,0.0
4657,sector,2.3333333333333335,6,4.66,13.0,0.0,0.0
4658,sectors,5.0,7,4.07,,0.0,0.0
4659,sects,26.666666666666668,5,3.14,,0.0,0.0
4660,secure,6.0,6,4.64,8.42,507.0,0.0
4661,secured,3.3333333333333335,7,4.23,,0.0,0.0
4662,security,5.384615384615385,8,5.2,8.06,513.0,290.0
4663,see,0.0,3,6.1,3.06,625.0,352.0
4664,seeing,10.0,6,5.04,,0.0,0.0
4665,seek,9.166666666666666,4,4.61,6.94,506.0,375.0
4666,seeking,18.571428571428573,7,4.58,,0.0,0.0
4667,seeping,40.0,7,2.74,,0.0,0.0
4668,segregation,45.0,11,3.6,11.28,0.0,0.0
4669,seized,50.0,6,4.03,,0.0,0.0
4670,selected,10.0,8,4.68,,0.0,0.0
4671,selection,0.0,9,4.62,7.21,523.0,328.0
4672,selenium,5.0,8,2.92,14.67,0.0,0.0
4680,selling,0.0,7,4.81,,514.0,370.0
4684,senator,3.3333333333333335,7,4.58,9.58,0.0,0.0
4685,senators,5.0,8,4.1,,0.0,0.0
4686,send,0.0,4,5.11,5.68,529.0,324.0
4687,senior,10.0,6,4.92,8.26,0.0,0.0
4688,sense,3.3333333333333335,5,5.19,7.32,583.0,316.0
4689,sensitive,0.0,9,4.46,8.19,550.0,0.0
4690,sentenced,30.0,9,4.09,,0.0,0.0
4691,sentiment,23.333333333333332,9,4.03,11.89,471.0,258.0
4692,sentiments,35.0,10,3.55,,0.0,0.0
4694,separate,5.0,8,4.83,6.63,0.0,0.0
4695,separated,17.5,9,4.3,,0.0,0.0
4696,separately,10.0,10,4.08,,0.0,0.0
4697,sequence,25.0,8,4.35,10.28,0.0,0.0
4698,sequences,20.0,9,3.85,,0.0,0.0
4700,sergeant,5.0,8,4.11,9.0,480.0,511.0
4701,serial,0.0,6,4.23,10.42,440.0,365.0
4702,series,9.0,6,5.35,9.05,525.0,373.0
4703,serious,2.727272727272727,7,5.1,6.58,593.0,0.0
4704,seriously,14.285714285714286,9,4.94,,0.0,0.0
4705,seriousness,30.0,11,3.56,8.1,0.0,0.0
4706,served,15.0,6,4.81,,0.0,0.0
4707,servers,6.666666666666667,7,4.05,,0.0,0.0
4708,service,2.5,7,5.49,8.0,560.0,364.0
4709,services,5.0,8,5.31,,0.0,0.0
4710,set,12.0,3,5.59,6.0,0.0,0.0
4711,setback,35.0,7,3.37,10.4,,
4712,sets,20.0,4,4.69,,0.0,0.0
4713,setting,10.0,7,4.77,,0.0,0.0
4714,settled,30.0,7,4.44,,499.0,0.0
4715,setups,30.0,6,2.92,,,
4717,seventeen,5.0,9,3.87,,0.0,0.0
4718,several,4.0,7,5.39,,0.0,0.0
4719,severe,4.0,6,4.56,9.05,526.0,286.0
4720,severely,10.0,8,4.1,,0.0,0.0
4721,sewed,30.0,5,2.89,,0.0,0.0
4722,sex,0.0,3,5.22,9.79,617.0,512.0
4725,shaken,20.0,6,3.6,,0.0,0.0
4727,shaking,10.0,7,4.08,,0.0,0.0
4730,shape,10.0,5,4.72,4.47,575.0,452.0
4731,shared,10.0,6,4.68,,0.0,0.0
4732,shares,9.090909090909092,6,4.6,,0.0,0.0
4733,sharp,8.0,5,4.48,6.11,572.0,0.0
4734,sharper,10.0,7,3.25,,0.0,0.0
4735,sharply,10.0,7,3.89,,0.0,0.0
4736,shattered,35.0,9,3.75,,0.0,0.0
4737,sheet,10.0,5,4.4,5.33,616.0,608.0
4738,sheets,7.272727272727272,6,4.16,,0.0,0.0
4740,sheikh,0.0,6,3.6,,0.0,0.0
4741,shelf,13.333333333333334,5,4.02,5.5,0.0,0.0
4742,shell,45.0,5,4.39,5.22,524.0,597.0
4743,shelled,70.0,7,3.08,,0.0,0.0
4744,shelling,29.333333333333332,8,3.18,,0.0,0.0
4745,shells,33.333333333333336,6,3.93,,0.0,0.0
4746,shelter,13.333333333333334,7,4.25,9.21,509.0,0.0
4748,sheriff,0.0,7,4.16,6.0,0.0,0.0
4749,sheriffs,1.25,8,3.14,,0.0,0.0
4750,shield,26.666666666666668,6,4.3,6.5,464.0,576.0
4751,shifting,15.0,8,3.98,,0.0,0.0
4752,shifts,30.0,6,4.01,,0.0,0.0
4756,ship,15.0,4,4.93,5.33,553.0,615.0
4757,ships,8.666666666666666,5,4.55,,0.0,0.0
4758,shoal,20.5,5,2.93,13.07,0.0,0.0
4759,shock,8.461538461538462,5,4.46,7.53,560.0,395.0
4760,shocked,6.0,7,4.27,,0.0,0.0
4761,shoot,20.0,5,4.73,5.53,536.0,445.0
4762,shooter,10.0,7,4.05,8.0,0.0,0.0
4763,shooting,9.333333333333334,8,4.78,,0.0,0.0
4764,shop,30.0,4,4.88,5.78,615.0,549.0
4765,shops,16.666666666666668,5,4.34,,0.0,0.0
4766,shore,12.5,5,4.33,,531.0,574.0
4767,short,10.0,5,5.33,4.32,586.0,351.0
4769,shortlisting,55.0,12,1.64,,,
4770,shortly,7.5,7,4.47,,0.0,0.0
4771,shot,10.0,4,5.22,5.84,531.0,467.0
4772,shots,10.0,5,4.63,,0.0,0.0
4773,shoulder,8.0,8,4.5,4.5,553.0,589.0
4774,shouts,5.0,6,3.54,,0.0,0.0
4775,show,2.0,4,5.68,6.21,559.0,402.0
4776,showy,10.0,5,2.79,10.26,0.0,0.0
4777,shrapnel,60.0,8,3.15,12.06,0.0,0.0
4778,shrine,22.0,6,3.73,9.63,0.0,0.0
4779,shrink,40.0,6,3.73,7.06,0.0,0.0
4780,shrinking,20.0,9,3.44,,0.0,0.0
4781,shuttle,15.0,7,3.9,8.37,0.0,0.0
4782,siblings,100.0,8,4.05,,0.0,0.0
4783,sides,23.333333333333332,5,4.73,,0.0,0.0
4784,sight,20.0,5,4.54,5.44,559.0,393.0
4785,sighted,30.0,7,3.54,,0.0,0.0
4786,sightings,50.0,9,3.28,,0.0,0.0
4787,sign,6.666666666666667,4,5.08,4.32,543.0,520.0
4788,signal,3.3333333333333335,6,4.62,6.67,507.0,464.0
4789,signed,10.0,6,4.85,,0.0,0.0
4790,significance,30.0,12,4.18,10.11,0.0,0.0
4791,significant,17.142857142857142,11,4.98,9.89,525.0,0.0
4792,significantly,40.0,13,4.54,,0.0,0.0
4793,signing,11.428571428571429,7,4.4,,0.0,0.0
4794,signings,25.0,8,3.33,,,
4796,silence,10.0,7,4.46,4.6,570.0,352.0
4797,silicon,0.0,7,4.0,12.67,0.0,0.0
4798,silver,5.0,6,4.81,6.21,528.0,564.0
4799,similarity,15.0,10,3.58,8.89,0.0,0.0
4800,simple,10.0,6,5.08,6.89,604.0,306.0
4801,simplest,5.0,8,3.65,,0.0,0.0
4802,simultaneously,80.0,14,4.17,,0.0,0.0
4804,sincere,0.0,7,3.84,8.79,529.0,0.0
4807,single,15.0,6,5.41,6.68,556.0,0.0
4808,singly,50.0,6,2.73,,0.0,0.0
4809,sink,25.0,4,4.21,4.47,586.0,590.0
4812,sir,0.0,3,5.06,6.37,0.0,0.0
4813,site,6.666666666666667,4,5.22,8.63,507.0,408.0
4814,sites,15.0,5,4.74,,0.0,0.0
4815,sits,0.0,4,4.18,,0.0,0.0
4816,situation,7.142857142857143,9,5.09,9.26,573.0,311.0
4817,six,0.0,3,5.29,,0.0,0.0
4819,sixth,5.0,5,4.38,,0.0,0.0
4820,size,0.0,4,5.13,4.84,566.0,354.0
4822,skeleton,25.0,8,3.8,6.68,0.0,0.0
4823,skeptical,90.0,9,3.68,10.74,0.0,0.0
4824,skidded,55.0,7,2.51,,0.0,0.0
4825,skies,30.0,5,3.91,,0.0,0.0
4826,skull,10.0,5,4.09,6.33,503.0,570.0
4827,skyscraper,70.0,10,3.2,8.26,489.0,618.0
4828,slamming,50.0,8,3.35,,0.0,0.0
4829,slash,26.666666666666668,5,3.65,7.47,0.0,0.0
4830,slaughter,40.0,9,3.84,9.56,0.0,0.0
4831,slayer,7.5,6,3.45,11.5,0.0,0.0
4832,sledge,50.0,6,3.07,10.06,0.0,0.0
4833,sliding,10.0,7,3.87,,0.0,0.0
4834,slight,10.0,6,4.22,10.33,512.0,0.0
4835,slightest,45.0,9,3.77,,0.0,0.0
4836,slipped,15.0,7,3.99,,0.0,0.0
4842,sluggish,55.0,8,3.25,9.05,481.0,343.0
4843,slumped,70.0,7,3.03,,0.0,0.0
4844,smartphone,2.0,10,4.06,,,
4845,smartphones,0.0,11,3.69,,,
4846,smashed,20.0,7,3.84,,0.0,0.0
4847,smell,10.0,5,4.49,4.22,582.0,450.0
4848,smokey,10.0,6,3.27,,,
4850,smoothly,15.0,8,3.68,,0.0,0.0
4851,smuggling,50.0,9,3.54,,0.0,0.0
4852,snapped,50.0,7,3.81,,0.0,0.0
4853,sniper,100.0,6,3.73,11.05,0.0,0.0
4854,snipers,72.5,7,3.25,,0.0,0.0
4858,social,8.75,6,5.42,10.43,497.0,242.0
4859,society,13.333333333333334,7,5.17,8.7,601.0,335.0
4860,sock,20.0,4,3.61,2.94,578.0,581.0
4864,software,5.833333333333333,8,4.77,12.21,0.0,0.0
4865,soil,16.666666666666668,4,4.42,6.48,516.0,581.0
4867,solar,3.3333333333333335,5,4.53,9.05,0.0,0.0
4868,soldiers,6.666666666666667,8,4.7,,0.0,0.0
4869,sole,20.0,4,4.29,7.06,473.0,484.0
4870,solely,80.0,6,4.2,,0.0,0.0
4871,solitary,25.0,8,3.73,9.16,0.0,0.0
4872,solution,11.538461538461538,8,4.84,9.0,548.0,388.0
4873,solutions,5.0,9,4.5,,0.0,0.0
4874,solvency,50.0,8,2.71,13.71,0.0,0.0
4875,solvent,45.0,7,3.44,12.65,0.0,0.0
4876,somber,25.0,6,3.05,11.8,,
4877,somehow,10.0,7,4.53,,0.0,0.0
4878,sometimes,0.0,9,5.28,,593.0,0.0
4879,somewhat,5.0,8,4.55,,0.0,0.0
4880,sonatas,40.0,7,2.58,,0.0,0.0
4882,sooner,20.0,6,4.25,,0.0,0.0
4883,soprano,20.0,7,3.31,11.44,373.0,497.0
4885,sort,0.0,4,5.0,,0.0,0.0
4886,sorted,40.0,6,3.83,,0.0,0.0
4887,sought,24.285714285714285,6,4.49,,0.0,0.0
4888,soul,10.0,4,4.81,6.17,544.0,289.0
4889,sound,15.0,5,5.15,3.72,597.0,502.0
4890,sounding,10.0,8,3.9,,0.0,0.0
4891,source,10.0,6,5.15,9.21,0.0,0.0
4892,sources,12.5,7,4.84,,0.0,0.0
4893,south,10.0,5,5.4,6.06,540.0,347.0
4894,southern,10.0,8,4.84,7.56,0.0,0.0
4895,sovereign,27.272727272727273,9,3.95,13.0,0.0,0.0
4896,sovereignty,44.44444444444444,11,3.86,14.13,0.0,0.0
4897,soviet,3.3333333333333335,6,4.54,10.2,0.0,0.0
4898,soviets,0.0,7,3.59,,0.0,0.0
4899,space,1.0,5,5.23,5.67,576.0,381.0
4901,spacecraft,60.0,10,3.75,6.85,0.0,0.0
4903,spamming,80.0,8,3.23,,,
4905,sparking,26.666666666666668,8,3.08,,0.0,0.0
4906,spear,60.0,5,3.7,7.22,513.0,584.0
4907,special,1.25,7,5.34,5.0,607.0,0.0
4908,specially,3.3333333333333335,9,4.01,,0.0,0.0
4909,species,18.88888888888889,7,4.85,8.32,0.0,0.0
4910,specific,6.363636363636363,8,5.03,9.28,0.0,0.0
4911,specifically,15.0,12,4.65,,0.0,0.0
4912,specifies,0.0,9,3.24,,0.0,0.0
4913,specimen,25.0,8,3.72,11.72,512.0,481.0
4914,spectral,32.0,8,3.46,13.43,0.0,0.0
4916,spectrum,50.0,8,4.26,12.2,0.0,0.0
4917,speech,12.5,6,4.85,6.22,549.0,453.0
4918,speedway,0.0,8,3.23,9.0,0.0,0.0
4919,spelled,30.0,7,3.79,,0.0,0.0
4920,spelling,10.0,8,4.0,5.86,0.0,0.0
4921,spending,10.0,8,4.71,,0.0,0.0
4922,sphagnum,20.0,8,2.26,,0.0,0.0
4923,spiking,25.0,7,2.78,,0.0,0.0
4924,spilled,40.0,7,3.63,,0.0,0.0
4926,spiritual,20.0,9,4.4,8.7,0.0,0.0
4928,spoken,10.0,6,4.45,,0.0,0.0
4929,spokesman,29.130434782608695,9,3.79,9.05,0.0,0.0
4930,spokesperson,41.81818181818182,12,3.64,10.5,,
4931,spokeswoman,50.0,11,3.12,12.25,0.0,0.0
4933,sponsorship,25.0,11,3.72,13.37,,
4934,spores,46.666666666666664,6,3.26,,0.0,0.0
4935,sported,30.0,7,2.73,,0.0,0.0
4936,sports,5.0,6,4.94,,0.0,0.0
4937,spot,15.0,4,4.89,5.39,560.0,512.0
4938,spotted,38.333333333333336,7,4.19,,0.0,0.0
4941,sprawling,100.0,9,3.19,11.5,0.0,0.0
4942,spread,10.0,6,4.81,5.72,0.0,0.0
4943,spreading,30.0,9,4.19,,0.0,0.0
4944,spring,21.25,6,4.92,5.5,588.0,524.0
4946,squad,20.0,5,4.67,9.55,0.0,0.0
4947,squadron,10.0,8,3.69,13.53,0.0,0.0
4948,squid,20.0,5,3.44,7.32,0.0,0.0
4949,st,0.0,2,5.2,,0.0,0.0
4951,stabbing,100.0,8,3.58,,0.0,0.0
4952,stability,45.0,9,4.31,10.89,0.0,0.0
4954,stable,15.0,6,4.48,8.9,519.0,562.0
4955,stadium,0.0,7,4.63,7.0,526.0,569.0
4956,staff,10.0,5,5.08,10.0,577.0,515.0
4957,staffed,100.0,7,3.35,,0.0,0.0
4958,stage,30.0,5,5.1,6.32,0.0,0.0
4959,staged,40.0,6,3.83,,0.0,0.0
4960,stake,54.0,5,4.15,8.47,460.0,540.0
4961,staking,40.0,7,2.9,,0.0,0.0
4962,stalk,15.0,5,3.46,8.22,413.0,474.0
4963,stalking,30.0,8,3.64,,0.0,0.0
4964,stalks,70.0,6,3.16,,0.0,0.0
4965,stalled,70.0,7,3.37,,0.0,0.0
4966,stance,70.0,6,4.05,10.0,0.0,0.0
4967,stand,14.285714285714286,5,5.14,4.39,564.0,450.0
4969,standard,0.0,8,5.03,9.2,556.0,324.0
4970,standardized,80.0,12,3.64,10.42,0.0,0.0
4971,standoff,67.5,8,3.13,9.58,,
4972,stands,10.0,6,4.61,,0.0,0.0
4975,star,10.0,4,5.19,3.89,574.0,574.0
4976,stark,55.0,5,4.01,,0.0,0.0
4977,starred,25.0,7,3.71,,0.0,0.0
4978,starring,10.0,8,4.08,,0.0,0.0
4979,start,10.0,5,5.56,4.37,0.0,0.0
4980,starvation,100.0,10,3.52,8.53,0.0,0.0
4981,starved,80.0,7,3.47,,0.0,0.0
4983,state,11.25,5,5.78,6.39,560.0,440.0
4986,stated,12.5,6,4.74,,0.0,0.0
4987,statement,7.857142857142857,9,4.97,8.89,505.0,379.0
4989,statements,30.0,10,4.51,,0.0,0.0
4990,states,0.0,6,5.52,,0.0,0.0
4991,stating,0.0,7,4.15,,0.0,0.0
4992,station,12.5,7,5.01,7.11,548.0,572.0
4993,stationed,30.0,9,3.71,,0.0,0.0
4994,stationery,100.0,10,3.29,8.42,0.0,0.0
