Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa
2802,intention,40.0,4.33,9,9.42
2803,intentions,30.0,4.11,10,
2804,interaction,30.0,4.29,11,9.42
2805,interference,40.0,3.99,12,10.28
2806,intermediate,70.0,4.04,12,8.61
2807,intermittent,100.0,3.39,12,13.0
2808,internationally,10.0,3.95,15,
2809,internationals,10.0,3.09,14,
2810,interred,70.0,2.79,8,
2811,intervened,90.0,3.35,10,
2812,intervention,74.0,4.26,12,13.11
2813,interview,10.0,4.86,9,10.53
2814,interviewed,13.333333333333334,4.0,11,
2815,interviewee,90.0,2.7,11,11.79
2816,intimidate,70.0,3.31,10,11.22
2817,intracranial,90.0,2.69,12,14.94
2818,introduced,10.0,4.72,10,
2819,introduction,10.0,4.52,12,8.0
2820,intruding,60.0,2.69,9,
2821,invading,50.0,3.5,8,
2822,inventory,20.0,4.14,9,11.52
2823,investigate,46.666666666666664,4.31,11,9.0
2824,investigation,38.888888888888886,4.75,13,9.89
2825,investigator,20.0,3.83,12,9.32
2826,investigators,26.0,3.88,13,
2827,investigatory,25.0,2.53,13,
2828,investments,10.0,4.27,11,
2829,investors,10.0,4.34,9,
2830,invisible,20.0,4.09,9,7.06
2831,invited,13.333333333333334,4.53,7,
2832,invoking,60.0,3.1,8,
2833,involuntary,40.0,3.34,11,11.95
2834,involved,15.714285714285714,5.1,8,
2835,involvement,30.0,4.3,11,9.22
2836,involves,15.0,4.34,8,
2837,involving,13.333333333333334,4.48,9,
2838,ion,0.0,4.15,3,13.82
2839,ionic,16.666666666666668,3.21,5,14.19
2841,irreparable,60.0,2.91,11,12.44
2842,island,10.0,5.01,6,7.41
2843,isolate,50.0,3.6,7,10.6
2844,isolated,30.0,4.24,8,
2845,isolation,80.0,4.02,9,8.94
2846,issue,7.142857142857143,5.23,5,8.6
2847,issues,10.0,5.19,6,
2848,jackpot,70.0,3.5,7,7.39
2850,jaw,10.0,3.98,3,5.33
2851,jawed,30.0,2.55,5,
2852,jaws,40.0,3.56,4,5.28
2854,jeopardize,100.0,3.1,10,11.5
2855,jewelry,10.0,4.12,7,6.67
2856,joined,10.0,4.73,6,
2857,joint,0.0,4.71,5,9.05
2858,journalists,2.0,4.29,11,
2859,judge,10.0,4.95,5,8.85
2861,jurisdictions,80.0,3.6,13,
2863,jurist,90.0,2.7,6,12.71
2864,justified,10.0,4.02,9,
2865,justify,10.0,4.14,7,10.4
2866,kauri,15.0,1.94,5,
2867,keenly,50.0,3.08,6,
2868,keeping,20.0,4.84,7,
2869,key,0.0,5.12,3,3.58
2870,kg,0.0,4.08,2,
2871,kicked,10.0,4.38,6,
2872,kilometers,0.0,3.82,10,
2874,knock,15.0,4.35,5,4.63
2875,knuckle,30.0,3.22,7,5.94
2876,kraken,10.0,2.85,6,13.44
2877,labeling,15.0,3.55,8,
2879,labor,20.0,4.77,5,8.28
2880,laboratory,5.0,4.31,10,8.72
2881,laced,60.0,3.29,5,
2882,lacked,10.0,3.8,6,
2883,lacking,30.0,4.08,7,
2885,laden,30.0,3.74,5,
2887,lagoon,26.666666666666668,3.43,6,9.42
2888,landed,12.5,4.24,6,
2889,landscape,30.0,4.36,9,9.89
2890,landscapes,50.0,3.72,10,
2891,language,0.0,5.1,8,6.79
2893,laps,30.0,3.66,4,
2894,larva,15.0,2.99,5,8.83
2895,laser,10.0,4.2,5,8.67
2898,lasted,13.333333333333334,4.09,6,
2899,latter,30.0,4.56,6,
2900,launch,20.0,4.69,6,7.92
2901,launched,20.0,4.63,8,
2902,launches,27.5,3.89,8,
2903,launching,0.0,3.99,9,
2904,lawn,30.0,3.98,4,5.45
2905,laws,10.0,4.89,4,
2906,lawsuit,100.0,4.09,7,10.56
2907,lawsuits,30.0,3.63,8,
2908,lead,10.0,5.2,4,6.76
2909,leadership,10.0,4.77,10,8.74
2910,leading,11.25,5.0,7,
2911,leads,10.0,4.65,5,
2912,leaking,20.0,3.7,7,
2913,leaks,20.0,3.88,5,
2914,leapt,80.0,3.05,5,
2915,led,15.0,5.11,3,
2916,left,10.0,5.62,4,
2917,legacy,55.0,4.37,6,9.63
2918,legal,10.0,5.08,5,9.17
2920,legendary,60.0,4.23,9,9.89
2921,legislation,20.0,4.55,11,10.94
2922,legislative,50.0,4.32,11,11.21
2924,lender,10.0,3.64,6,9.5
2925,lenders,35.0,3.67,7,
2926,lending,30.0,3.87,7,
2927,length,0.0,4.77,6,6.05
2928,lesser,10.0,4.13,6,
2929,levels,0.0,4.97,6,
2930,liable,40.0,3.89,6,11.11
2931,liberal,20.0,4.66,7,11.17
2932,liberalize,80.0,2.15,10,
2933,license,10.0,4.52,7,
2935,lifted,30.0,4.1,6,
2936,lifting,10.0,4.06,7,
2938,ligate,60.0,1.36,6,
2939,light,10.0,5.33,5,4.05
2940,lightest,20.0,2.95,8,
2941,lighting,10.0,4.29,8,7.48
2942,lightning,40.0,4.22,9,4.76
2943,likewise,40.0,4.04,8,
2944,limbo,60.0,3.31,5,9.21
2945,limited,10.0,5.02,7,
2946,linguistic,40.0,3.71,10,15.0
2947,lips,10.0,4.35,4,
2948,liquid,0.0,4.39,6,5.83
2949,liquidation,100.0,3.26,11,10.69
2950,liquors,0.0,2.6,7,
2951,literally,10.0,4.91,9,
2952,literature,16.666666666666668,4.62,10,9.9
2953,lithium,12.0,3.56,7,13.9
2954,lithographed,100.0,1.79,12,
2955,livestock,90.0,3.83,9,7.89
2956,loans,10.0,4.51,5,
2957,lobe,20.0,3.3,4,10.17
2958,locate,0.0,3.94,6,7.95
2959,located,16.666666666666668,4.86,7,
2960,location,10.0,4.86,8,6.86
2962,logarithm,100.0,2.52,9,14.33
2964,logging,60.0,3.76,7,
2965,logs,10.0,3.81,4,
2966,lone,20.0,3.91,4,8.5
2972,looting,70.0,3.46,7,
2973,lorries,20.0,2.84,7,
2974,lorry,16.428571428571427,3.21,5,13.56
2976,loudspeaker,40.0,2.95,11,10.0
2977,loudspeakers,20.0,2.79,12,
2981,loyal,10.0,4.2,5,9.11
2982,loyalist,30.0,3.03,8,12.61
2983,lull,20.0,3.08,4,10.61
2985,luminosity,100.0,2.9,10,11.21
2986,lured,80.0,3.26,5,
2987,lush,50.0,3.55,4,11.28
2988,luxurious,50.0,3.55,9,10.0
2989,lying,10.0,4.67,5,
2991,mad,20.0,4.74,3,3.55
2992,madness,0.0,3.97,7,9.42
2994,magazine,20.0,4.74,8,5.89
2995,magnesium,20.0,3.49,9,11.72
2996,maimed,100.0,2.81,6,
2997,mainland,40.0,3.95,8,11.63
2998,mainstream,80.0,4.26,10,13.28
2999,maintained,20.0,4.38,10,
3000,maintaining,10.0,4.25,11,
3001,maintains,10.0,3.96,9,
3002,major,5.0,5.3,5,8.8
3003,makeshift,80.0,3.18,9,13.0
3004,malaria,0.0,3.65,7,12.33
3005,mandate,50.0,3.97,7,12.95
3006,mandated,100.0,3.56,8,
3007,manhunt,90.0,3.03,7,9.58
3009,manned,50.0,3.47,6,12.28
3010,manpower,30.0,3.46,8,9.11
3011,manslaughter,90.0,3.38,12,12.28
3012,manufacture,0.0,3.98,11,10.59
3013,manufacturer,10.0,4.21,12,10.79
3014,manufacturers,10.0,4.35,13,
3015,manuscript,100.0,3.92,10,12.12
3016,margin,50.0,4.27,6,10.11
3017,maritime,25.0,3.96,8,11.47
3018,marked,0.0,4.5,6,
3019,market,0.0,5.29,6,7.16
3021,marketed,60.0,3.64,8,
3022,marred,92.0,3.09,6,
3023,marriage,0.0,4.91,8,7.17
3024,martyrs,70.0,3.4,7,
3025,marvels,100.0,2.87,7,
3026,mask,10.0,4.31,4,4.8
3027,mass,10.0,4.87,4,9.17
3028,massacre,50.0,3.91,8,10.05
3029,masses,5.0,3.94,6,9.42
3030,massive,5.0,4.72,7,9.11
3031,mastermind,70.0,3.36,10,10.5
3032,masterpiece,100.0,3.81,11,9.56
3033,mate,15.0,4.55,4,8.67
3034,material,0.0,4.95,8,8.06
3036,mating,30.0,3.5,6,9.83
3037,meant,13.333333333333334,4.94,5,
3038,measured,15.0,4.25,8,
3039,measures,16.666666666666668,4.67,8,
3040,measuring,35.0,4.07,9,
3041,mechanism,20.0,4.27,9,10.61
3042,meddling,80.0,3.3,8,
3043,media,1.4285714285714286,5.3,5,
3044,medical,0.0,5.16,7,8.68
3045,medicate,50.0,2.48,8,10.53
3046,medieval,60.0,4.05,8,9.67
3047,membership,5.0,4.47,10,7.78
3048,membranous,50.0,2.19,10,13.0
3049,memories,10.0,4.5,8,
3050,memory,10.0,4.81,6,6.4
3051,mentioned,15.0,4.83,9,
3052,merger,60.0,3.97,6,13.1
3053,merging,80.0,3.45,7,
3054,message,8.0,5.0,7,6.32
3055,messages,10.0,4.54,8,
3059,metalworking,20.0,2.54,12,11.39
3060,methane,20.0,3.54,7,13.21
3061,methods,0.0,4.68,7,
3065,mice,13.333333333333334,4.09,4,
3068,midst,60.0,3.89,5,10.89
3069,migrants,40.0,3.9,8,
3070,migrated,60.0,3.31,8,
3071,milestone,40.0,3.71,9,11.62
3072,militants,19.166666666666668,3.56,9,
3074,militarily,20.0,3.0,10,
3075,militarized,40.0,2.68,11,
3076,military,3.636363636363636,5.2,8,8.2
3077,million,5.0,5.33,7,6.47
3078,millions,0.0,4.64,8,
3079,minatory,40.0,1.06,8,13.33
3080,minimal,0.0,4.11,7,11.33
3081,ministerial,5.0,3.55,11,12.81
3082,ministers,0.0,4.34,9,
3083,ministry,0.0,4.63,8,9.61
3084,minority,0.0,4.41,8,9.83
3085,minors,50.0,3.69,6,
3086,mire,20.0,2.74,4,13.94
3087,mires,10.0,1.8,5,
3088,misconduct,65.0,3.66,10,9.22
3089,misdemeanor,100.0,3.38,11,14.21
3090,missiles,0.0,3.95,8,
3091,missing,10.0,5.05,7,
3092,mission,14.0,4.87,7,9.95
3093,missionary,30.0,3.83,10,9.78
3094,mistook,60.0,3.07,7,
3095,mistreated,90.0,3.05,10,
3096,mob,50.0,4.03,3,9.67
3098,modified,40.0,4.24,8,
3099,modular,60.0,3.51,7,13.17
3100,moiety,60.0,2.59,6,
3101,molars,55.0,2.72,6,
3102,molecular,10.0,4.11,9,11.84
3103,molecule,30.0,3.67,8,12.0
3104,molecules,50.0,3.92,9,
3105,moment,10.0,5.24,6,7.95
3106,monetary,30.0,4.1,8,12.56
3107,monetize,90.0,2.81,8,13.11
3108,monitor,40.0,4.37,7,9.68
3109,monitored,20.0,3.75,9,
3110,monitoring,42.5,4.34,10,
3111,monitors,10.0,3.82,8,
3112,monsoon,30.0,3.33,7,11.28
3113,monster,10.0,4.49,7,4.58
3114,monument,45.0,3.9,8,8.45
3115,monumental,60.0,3.5,10,10.59
3116,mood,10.0,4.44,4,6.58
3117,morbidity,90.0,2.95,9,14.17
3118,morgue,70.0,3.08,6,10.53
3119,morning,0.0,5.33,7,4.0
3120,morph,80.0,3.07,5,11.47
3121,mortal,40.0,3.86,6,9.84
3122,mortality,60.0,3.9,9,12.35
3123,mortar,30.0,3.75,6,11.9
3124,mortars,40.0,3.14,7,
3125,mortgage,100.0,4.39,8,12.53
3126,mortgages,62.5,3.69,9,
3127,moss,10.0,3.89,4,
3128,mosses,60.0,2.66,6,
3129,motion,20.0,4.59,6,6.78
3130,motivation,60.0,4.22,10,10.6
3131,motive,70.0,3.94,6,11.06
3132,motorcyclist,10.0,2.74,12,7.17
3133,motorist,30.0,3.07,8,7.74
3134,motorists,20.0,3.29,9,
3135,mount,10.0,4.47,5,8.53
3136,mountainous,30.0,3.38,11,10.56
3137,mountains,0.0,4.5,9,
3138,mounted,20.0,4.26,7,
3139,mounts,10.0,3.52,6,
3140,mourning,80.0,3.69,8,11.05
3141,mouth,10.0,4.83,5,3.58
3142,moved,5.0,5.01,5,
3143,movement,7.5,4.97,8,6.58
3144,movements,0.0,4.35,9,
3147,mull,40.0,2.94,4,12.24
3150,multiple,0.0,4.92,8,7.79
3151,munching,90.0,2.88,8,
3152,murder,4.0,4.86,6,8.79
3153,murdered,0.0,4.32,8,
3154,murdering,20.0,3.72,9,
3155,murderous,10.0,3.37,9,9.89
3156,murders,10.0,4.05,7,
3157,muscle,0.0,4.44,6,8.45
3158,museum,15.0,4.71,6,8.55
3159,musical,10.0,4.51,7,7.28
3160,muskeg,60.0,1.75,6,
3161,muted,75.0,3.42,5,9.28
3162,mutinied,100.0,2.06,8,
3163,myoglobin,20.0,1.99,9,
3164,myriad,70.0,3.49,6,11.94
3165,mythological,70.0,3.06,12,10.72
3166,mythologies,30.0,2.49,11,
3167,nailed,30.0,3.77,6,
3168,nails,20.0,4.04,5,
3169,narrating,90.0,2.92,9,
3170,narrative,90.0,4.39,9,11.44
3171,narratives,90.0,3.61,10,
3172,narrow,10.0,4.39,6,7.57
3175,national,2.5,5.51,8,6.89
3180,nationalist,10.0,3.91,11,13.47
3181,nationalized,30.0,2.76,12,
3182,nationally,0.0,3.84,10,
3183,nationals,10.0,3.91,9,
3184,nations,0.0,4.8,7,
3185,nationwide,20.0,4.07,10,9.0
3186,nature,0.0,4.98,6,6.16
3187,nautical,15.0,3.49,8,11.39
3188,nave,30.0,3.06,4,12.54
3190,nearby,12.5,4.55,6,
3191,necessarily,20.0,4.48,11,
3192,negative,0.0,4.79,8,7.47
3193,negotiating,100.0,3.78,11,
3194,negotiations,65.0,4.21,12,
3195,neighbor,13.91304347826087,4.11,8,5.06
3196,neighborhood,10.0,4.5,12,6.47
3197,neighboring,10.0,3.87,11,10.9
3198,neighbors,13.333333333333334,4.24,9,
3201,nerve,30.0,4.19,5,9.67
3202,nest,10.0,4.07,4,5.11
3204,nests,25.0,3.43,5,
3205,netted,100.0,3.08,6,
3206,network,5.0,5.02,7,10.94
3207,neurons,20.0,3.71,7,
3208,newly,10.0,4.42,5,
3211,newspaper,0.0,4.6,9,5.78
3213,nickname,50.0,3.91,8,6.5
3214,nicknamed,60.0,3.44,9,
3215,nightshades,90.0,1.5,11,
3217,nitrogen,0.0,3.76,8,10.72
3218,nobility,100.0,3.47,8,11.39
3219,nominal,10.0,3.6,7,11.21
3220,nominated,60.0,4.18,9,
3221,nomination,24.0,4.07,10,11.72
3222,nominee,30.0,3.96,7,11.0
3231,nonfatal,60.0,1.95,8,11.16
3232,nor,10.0,4.78,3,
3233,normally,5.0,4.57,8,
3235,northern,0.0,4.85,8,7.95
3236,notable,55.0,4.07,7,10.37
3237,notables,50.0,2.64,8,
3238,notably,0.0,4.01,7,
3239,note,10.0,5.04,4,6.4
3240,noted,10.0,4.69,5,
3241,notified,55.0,3.83,8,
3242,noting,0.0,4.0,6,
3243,novel,10.0,4.63,5,9.5
3245,nude,20.0,4.0,4,8.21
3246,numbering,10.0,3.27,9,
3247,numeral,10.0,2.77,7,8.32
3248,numerous,28.75,4.65,8,8.83
3249,nuns,50.0,3.49,4,
3250,nutrient,30.0,3.51,8,10.53
3251,nutrients,10.0,3.71,9,
3252,oases,45.0,2.36,5,
3253,object,5.0,4.56,6,7.94
3254,objective,30.0,4.36,9,12.72
3255,obligation,60.0,4.07,10,10.95
3256,obliged,85.0,3.77,7,
3257,obscene,80.0,3.46,7,11.83
3258,observationally,70.0,1.48,15,
3259,observed,10.0,4.39,8,
3260,observer,0.0,3.91,8,9.7
3261,observing,0.0,3.75,9,
3262,obtain,0.0,4.4,6,9.32
3263,obtained,13.333333333333334,4.49,8,
3264,occasions,22.5,4.26,9,
3265,occupied,20.0,4.32,8,
3266,occupy,0.0,3.93,6,8.89
3267,occur,10.0,4.47,5,9.74
3268,occurred,18.333333333333332,4.57,8,
3269,occurs,0.0,4.34,6,
3270,odd,10.0,4.42,3,6.0
3271,oddest,40.0,2.6,6,
3273,offender,72.0,3.7,8,10.85
3274,offensive,26.666666666666668,4.46,9,9.37
3275,offered,10.0,4.86,7,
3276,official,16.666666666666668,5.14,8,8.68
3277,officially,10.0,4.53,10,
3278,offload,70.0,2.76,7,11.87
3279,offshoot,100.0,2.98,8,13.0
3282,ongoing,43.333333333333336,4.32,7,8.39
3283,online,10.0,5.19,6,
3284,op,0.0,4.42,2,12.43
3286,operated,15.0,4.35,8,
3287,operating,0.0,4.75,9,
3288,operations,0.0,4.87,10,
3289,operative,10.0,3.86,9,9.67
3290,opinion,5.0,4.94,7,8.42
3291,opinion’s,0.0,1.61,9,
3292,opponent,0.0,4.2,8,8.63
3293,opponents,20.0,4.23,9,
3294,opportunities,20.0,4.61,13,
3295,oppose,10.0,3.94,6,11.05
3296,opposed,4.0,4.51,7,
3297,opposes,10.0,3.36,7,
3298,opposite,0.0,4.62,8,5.06
3299,optical,0.0,4.07,7,10.72
3300,optimism,100.0,3.66,8,12.17
3301,orbitals,10.0,2.64,8,
3302,orchestral,90.0,3.26,10,11.12
3304,organization,0.0,4.92,12,9.16
3305,organizations,10.0,4.67,13,
3306,organize,0.0,3.98,8,6.33
3307,organizes,10.0,3.08,9,
3309,original,5.0,5.16,8,7.67
3310,originated,60.0,3.8,10,
3311,otherwise,20.0,4.88,9,
3312,ousted,100.0,3.19,6,
3313,ouster,75.0,2.72,6,13.07
3314,outcrops,70.0,2.79,8,
3315,outdoors,20.0,3.71,8,
3316,outer,10.0,4.25,5,7.32
3317,outlet,10.0,4.0,6,8.32
3318,outlined,40.0,3.87,8,
3319,outlines,40.0,3.6,8,
3320,outlining,40.0,3.31,9,
3321,output,10.0,4.43,6,10.72
3322,outskirts,70.0,3.56,9,10.55
3323,outstanding,70.0,4.5,11,7.22
3324,overall,10.0,4.9,7,8.28
3325,overcrowding,90.0,3.05,12,
3326,overdue,40.0,3.5,7,7.78
3327,overextended,50.0,2.4,12,
3328,overlapping,55.0,3.56,11,10.33
3329,overnight,23.333333333333332,4.19,9,
3330,overseas,80.0,4.29,8,
3331,oversee,40.0,3.51,7,11.0
3332,overseeing,40.0,3.38,10,
3333,overshadowed,100.0,3.23,12,
3334,overspending,80.0,2.4,12,
3335,overt,40.0,3.31,5,14.62
3336,overthrown,93.33333333333331,3.1,10,
3337,overwhelming,100.0,4.08,12,9.94
3338,overwhelmingly,80.0,3.54,14,
3340,owing,30.0,3.73,5,
3341,owned,10.0,4.76,5,
3342,owners,10.0,4.65,6,
3343,ownership,6.666666666666667,4.4,9,9.39
3344,pace,10.0,4.38,4,8.21
3345,package,10.0,4.46,7,6.61
3346,packed,20.0,4.31,6,
3347,pact,13.333333333333334,3.73,4,9.37
3348,pad,10.0,4.01,3,8.83
3349,pageantry,100.0,2.58,9,10.53
3350,painted,20.0,4.35,7,
3351,paintings,10.0,4.2,9,
3352,palace,0.0,4.45,6,6.89
3353,palm,0.0,4.23,4,6.0
3355,panel,40.0,4.55,5,9.11
3356,pantomime,100.0,3.0,9,9.33
3357,paperwork,40.0,3.84,9,7.53
3358,parallel,10.0,4.27,8,9.95
3359,paralyzed,100.0,3.44,9,
3360,parasite,50.0,3.51,8,9.94
3361,parasites,40.0,3.5,9,
3362,parasitic,30.0,3.27,9,11.83
3363,parasitism,80.0,2.27,10,14.36
3365,pardoned,100.0,3.11,8,
3366,parent,10.0,4.57,6,4.22
3367,park,10.0,5.16,4,4.47
3368,parked,10.0,3.91,6,
3369,parliamentarians,30.0,2.95,16,
3370,parliamentary,19.09090909090909,4.18,13,12.44
3372,partial,10.0,4.17,7,9.68
3373,partially,0.0,4.19,9,
3374,participant,0.0,3.78,11,8.42
3375,participants,10.0,4.4,12,
3376,participate,7.5,4.42,11,7.05
3377,particular,5.0,5.0,10,8.05
3378,particularly,6.666666666666667,4.96,12,
3379,parties,0.0,4.89,7,
3380,partisan,70.0,3.81,8,14.05
3381,partnership,4.0,4.48,11,9.89
3382,partnerships,0.0,3.82,12,
3383,passed,10.0,4.92,6,
3384,passengers,5.0,4.34,10,
3387,passively,40.0,3.01,9,
3388,pastor,5.0,4.08,6,6.79
3389,patent,6.666666666666667,4.18,6,12.41
3390,patented,10.0,3.54,8,11.53
3391,patents,10.0,3.77,7,
3392,path,20.0,4.71,4,6.11
3393,patriot,60.0,3.73,7,10.14
3394,patrol,15.0,4.14,6,8.56
3395,patrolling,50.0,3.2,10,
3396,patrols,30.0,3.48,7,
3397,paws,60.0,3.43,4,
3398,payroll,90.0,3.76,7,12.79
3399,peaceful,10.0,4.28,8,7.22
3400,peat,45.0,3.3,4,12.93
3401,peculiarities,70.0,2.73,13,
3402,pedestal,100.0,3.35,8,10.8
3403,pedestrian,70.0,3.71,10,9.75
3404,pellets,40.0,3.26,7,
3405,penalties,20.0,4.08,9,
3406,penalty,13.333333333333334,4.45,7,8.89
3407,pending,26.666666666666668,4.02,7,11.85
3408,penned,100.0,3.38,6,
3409,percentage,10.0,4.48,10,10.26
3410,perennial,70.0,3.51,9,14.28
3411,perfectly,20.0,4.61,9,
3412,performance,26.666666666666668,5.16,11,7.74
3413,performances,10.0,4.29,12,
3414,performed,10.0,4.68,9,
3415,performer,20.0,3.8,9,6.5
3416,performing,13.333333333333334,4.56,10,
3418,perimeter,100.0,3.68,9,9.63
3419,period,0.0,5.21,6,6.78
3420,peripheral,60.0,3.66,10,13.67
3421,permanent,0.0,4.57,9,7.75
3422,permitted,10.0,4.13,9,
3423,peroxide,0.0,3.13,8,9.84
3424,persisted,100.0,3.34,9,
3425,personnel,10.0,4.56,9,11.26
3426,pertaining,100.0,3.6,10,
3428,phase,20.0,4.64,5,9.4
3429,phenomenon,100.0,4.13,10,11.94
3430,photocopier,60.0,2.14,11,10.22
3431,photograph,0.0,4.23,10,6.68
3432,photographs,5.0,4.34,11,
3433,physical,0.0,4.94,8,8.16
3434,physics,0.0,4.39,7,11.68
3435,physiologist,100.0,2.55,12,15.32
3436,pi,10.0,3.92,2,11.94
3437,pianist,60.0,3.48,7,7.94
3438,pictorial,40.0,3.22,9,12.89
3439,pictured,20.0,3.79,8,
3440,picturesque,80.0,3.5,11,13.06
3441,piece,10.0,5.04,5,4.89
3442,pieces,10.0,4.72,6,
3443,pilgrimage,90.0,3.5,10,10.5
3444,pillars,20.0,3.62,7,
3445,pilot,0.0,4.52,5,6.32
3446,pilots,0.0,4.12,6,
3447,pinnacle,90.0,3.45,8,12.67
3448,pioneer,60.0,3.91,7,7.56
3450,pit,10.0,4.27,3,6.14
3451,pitches,50.0,3.64,7,
3452,pits,50.0,3.72,4,
3453,pivotal,80.0,3.5,7,12.0
3454,planet,10.0,4.68,6,6.67
3455,planned,10.0,4.69,7,
3456,plantations,50.0,3.46,11,
3457,plated,30.0,3.45,6,
3458,platform,60.0,4.67,8,7.83
3459,platforms,0.0,4.19,9,
3460,play,0.0,5.61,4,4.1
3461,playing,10.0,5.37,7,
3462,plaza,0.0,3.91,5,9.83
3463,plea,65.0,3.95,4,8.42
3464,pleas,62.5,3.51,5,
3465,pleasantries,100.0,2.52,12,
3466,pleasure,10.0,4.57,8,8.21
3467,pledge,50.0,4.0,6,7.17
3468,plethora,100.0,3.24,8,12.86
3469,plot,10.0,4.58,4,8.65
3470,plotted,30.0,3.31,7,
3471,plug,20.0,4.14,4,6.05
3472,plummeting,100.0,2.68,10,
3473,plundering,100.0,2.72,10,
3474,plunged,90.0,3.4,7,
3475,plutocrats,80.0,2.13,10,
3476,poems,0.0,4.11,5,
3477,policies,10.0,4.71,8,
3478,policing,0.0,3.62,8,
3479,political,2.5,5.29,9,9.83
3480,politically,0.0,4.06,11,
3481,politicians,0.0,4.54,11,
3482,politicizing,60.0,2.31,12,
3483,poll,10.0,4.35,4,11.58
3484,polling,5.0,3.83,7,10.19
3485,polls,10.0,4.1,5,
3487,pool,10.0,4.67,4,5.15
3488,popular,0.0,5.07,7,6.61
3489,populated,20.0,3.79,9,
3490,porphyrin,40.0,1.9,9,
3491,portfolio,50.0,4.15,9,13.84
3492,portfolios,84.0,3.36,10,
3493,portion,0.0,4.53,7,8.39
3494,portray,100.0,3.63,7,10.95
3495,posh,40.0,3.4,4,11.88
3496,posing,20.0,3.71,6,
3497,position,10.0,5.21,8,8.72
3498,positioned,7.5,3.79,10,
3499,positions,0.0,4.63,9,
3500,possibility,10.0,4.58,11,8.47
3502,postdoctoral,30.0,3.13,12,14.94
3503,poster,10.0,4.19,6,8.12
3504,posters,10.0,3.99,7,
3505,posting,10.0,4.39,7,
3506,postmortem,60.0,2.75,10,12.22
3507,pot,0.0,4.4,3,5.95
3508,potential,36.666666666666664,5.01,9,9.61
3509,potentially,40.0,4.39,11,
3510,pounce,50.0,2.97,6,9.06
3511,pounds,0.0,4.53,6,
3512,poverty,20.0,4.46,7,9.68
3513,powerhouse,20.0,3.44,10,9.05
3514,practically,10.0,4.19,11,
3515,practice,5.0,5.06,8,6.24
3517,praise,10.0,4.31,6,7.95
3518,praised,20.0,4.02,7,
3519,praises,20.0,3.51,7,
3524,preached,30.0,3.37,8,
3525,preceded,80.0,3.68,8,
3526,precisely,30.0,4.2,9,
3527,predated,90.0,2.46,8,
3528,predators,90.0,3.74,9,
3529,predatory,40.0,3.39,9,11.56
3530,predawn,100.0,2.04,7,9.83
3531,predicted,60.0,4.12,9,
3532,prediction,40.0,3.96,10,9.68
3533,preferential,50.0,3.21,12,12.59
3534,preferred,40.0,4.35,9,
3535,premier,0.0,4.56,7,11.32
3536,premiered,50.0,3.32,9,
3538,preoccupied,60.0,3.26,11,9.84
3539,preparation,0.0,4.32,11,9.33
3540,preparations,20.0,3.87,12,
3541,prepare,0.0,4.55,7,7.72
3542,preparing,10.0,4.33,9,
3543,presence,5.454545454545454,4.73,8,9.17
3545,presently,0.0,3.72,9,
3546,preservation,50.0,4.01,12,10.95
3547,preserve,40.0,4.19,8,9.63
3548,preserved,36.0,4.07,9,
3549,preserves,60.0,3.36,9,
3550,preserving,60.0,3.73,10,
3551,presidency,7.5,4.16,10,8.44
3553,presidents,0.0,4.08,10,
3554,prestige,70.0,3.75,8,11.59
3555,presumed,50.0,3.62,8,
3556,presumptive,100.0,2.82,11,12.89
3557,pretty,10.0,5.38,6,
3558,prevailing,100.0,3.55,10,12.26
3559,prevent,10.0,4.79,7,8.6
3560,prevented,5.0,4.09,9,
3561,preventing,10.0,4.12,10,
3562,previous,6.666666666666667,5.0,8,8.44
3563,previously,13.333333333333334,4.83,10,
3564,prey,10.0,3.98,4,9.42
3565,priest,10.0,4.33,6,7.1
3566,primarily,0.0,4.48,9,
3567,prime,15.0,4.81,5,8.83
3569,primed,30.0,3.15,6,
3571,primitive,40.0,3.8,9,9.28
3572,principal,10.0,4.52,9,5.58
3573,principles,10.0,4.42,10,9.95
3574,print,10.0,4.54,5,7.67
3575,prisoner,0.0,4.2,8,8.0
3576,privacy,15.0,4.36,7,7.84
3577,private,10.0,5.19,7,6.16
3578,privately,10.0,4.01,9,
3581,probably,10.0,5.37,8,
3582,probe,50.0,3.99,5,9.9
3583,probes,40.0,3.43,6,
3584,problematic,20.0,3.87,11,11.63
3585,proceed,30.0,4.18,7,8.33
3586,proceeding,30.0,3.66,10,
3587,proceedings,35.0,4.18,11,
3588,process,13.333333333333334,5.26,7,10.7
3589,proclaimed,70.0,3.77,10,
3590,produce,0.0,4.78,7,7.75
3591,professional,47.5,5.05,12,9.06
3592,profile,10.0,4.82,7,9.0
3593,profoundly,30.0,3.51,10,
3594,profundities,100.0,1.21,12,
3595,programming,10.0,4.37,11,10.58
3596,progress,30.0,4.78,8,9.0
3597,prohibited,70.0,3.99,10,
3598,prohibits,75.0,3.42,9,
3599,project,10.0,5.22,7,9.0
3600,projected,30.0,3.99,9,
3601,promise,10.0,4.71,7,5.67
3602,promised,10.0,4.49,8,
3603,promote,0.0,4.56,7,10.32
3604,prompted,95.0,3.88,8,
3605,prompting,30.0,3.45,9,
3606,pronounced,47.5,4.06,10,
3607,pronunciation,10.0,3.51,13,8.38
3608,proof,20.0,4.7,5,8.06
3609,prop,20.0,3.77,4,10.83
3610,propaganda,42.5,4.17,10,12.1
