Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa,aoa_test_based,syllable_count
4279,strengthen,10.0,4.04,10,9.7,6.0,2
4275,strand,23.333333333333332,3.68,6,8.39,6.0,1
4253,steeply,70.0,2.93,7,,6.0,2
4246,stationery,100.0,3.29,10,8.42,6.0,4
4222,stake,65.0,4.15,5,8.47,6.0,1
4218,staff,15.0,5.08,5,10.0,6.0,1
4214,squad,40.0,4.67,5,9.55,6.0,1
4497,tradition,0.0,4.5,9,8.05,6.0,3
5002,bay,10.0,4.73,3,8.67,6.0,1
4994,world,1.25,5.89,5,5.32,6.0,1
4924,council,5.0,5.08,7,10.63,6.0,2
4911,fund,17.5,4.82,4,9.56,6.0,1
4872,boulevard,0.0,3.7,9,,6.0,3
4857,nick,10.0,4.59,4,,6.0,1
4822,system,6.153846153846154,5.56,6,9.9,6.0,2
5183,pope,10.0,4.38,4,8.83,6.0,1
4796,audio,0.0,4.47,5,9.32,6.0,3
5083,local,7.777777777777778,5.43,5,8.79,6.0,2
5061,mi,0.0,4.3,2,,6.0,1
5047,josh,10.0,4.35,4,,6.0,1
4652,vicious,80.0,3.83,7,9.53,6.0,2
4651,vicinity,90.0,3.8,8,10.28,6.0,4
4647,vessel,22.5,4.27,6,9.94,6.0,2
4642,version,10.0,5.07,7,8.11,6.0,2
4635,vast,10.0,4.49,4,9.63,6.0,1
4634,varied,10.0,4.03,6,,6.0,2
4630,vandalism,86.66666666666667,3.33,9,12.0,6.0,3
4623,usually,0.0,5.15,7,,6.0,3
4616,urgent,0.0,4.15,6,8.68,6.0,2
4597,unoccupied,20.0,2.93,10,8.8,6.0,4
4591,union,3.3333333333333335,5.08,5,9.39,6.0,2
4590,unidentified,25.0,3.61,12,9.95,6.0,5
4559,unable,10.0,4.61,6,7.78,6.0,3
4558,typically,10.0,4.62,9,,6.0,3
4549,tuberculosis,0.0,3.58,12,12.11,6.0,5
4546,truce,32.5,3.52,5,8.8,6.0,1
4523,treaty,32.0,4.31,6,9.84,6.0,2
4513,transparency,85.0,3.9,12,11.0,6.0,4
4508,transcript,15.0,3.7,10,13.53,6.0,2
4502,tragic,60.0,4.08,6,8.37,6.0,2
4501,tragedy,62.5,4.14,7,10.21,6.0,3
4653,victim,37.142857142857146,4.56,6,9.39,6.0,2
4662,violation,10.0,4.15,9,10.94,6.0,4
4767,yield,70.0,4.16,5,8.0,6.0,1
4763,wrongdoing,40.0,3.26,10,9.75,6.0,2
4756,wounded,26.153846153846153,4.32,7,,6.0,2
4732,willingness,45.0,3.82,11,8.79,6.0,2
4728,widespread,46.25,4.19,10,9.39,6.0,2
4726,widely,40.0,4.54,6,,6.0,2
4724,whom,7.5,4.85,4,,6.0,1
4722,wherever,10.0,4.27,8,,6.0,3
4715,welfare,30.0,4.43,7,11.11,6.0,2
4705,wealth,10.0,4.51,6,8.76,6.0,1
4689,warfare,20.0,4.05,7,8.95,6.0,2
4681,wage,10.0,4.44,4,11.06,6.0,1
4675,vocal,50.0,4.16,5,8.0,6.0,2
4664,violent,6.666666666666667,4.46,7,7.61,6.0,3
4729,widower,50.0,3.03,7,9.42,6.0,3
3393,patriot,60.0,3.73,7,10.14,6.0,2
2964,logging,60.0,3.76,7,,6.0,2
1316,bail,30.0,4.01,4,10.16,6.0,1
1314,bagged,100.0,3.18,6,,6.0,2
1909,decorative,10.0,3.8,10,10.1,6.0,4
1913,deepen,30.0,3.19,6,9.21,6.0,2
2313,exposed,13.333333333333334,4.51,7,,6.0,2
423,insert,25.0,4.01,6,8.2,6.0,2
1903,declare,25.0,4.05,7,10.74,6.0,2
424,institute,0.0,4.8,9,10.11,6.0,3
425,institution,20.0,4.41,11,10.05,6.0,4
2312,expose,0.0,3.98,6,10.68,6.0,2
427,intelligence,7.142857142857143,4.7,12,8.56,6.0,4
1928,define,10.0,4.31,6,8.53,6.0,2
2623,highlights,30.0,4.28,10,,6.0,2
2982,loyalist,30.0,3.03,8,12.61,6.0,2
421,initial,0.0,4.72,7,8.29,6.0,3
3004,malaria,0.0,3.65,7,12.33,6.0,3
1880,deadly,10.0,4.16,6,6.11,6.0,2
1320,ballot,23.333333333333332,4.06,6,8.83,6.0,2
1885,debate,17.77777777777778,4.64,6,9.56,6.0,2
1890,debt,7.5,4.69,4,10.44,6.0,1
2992,madness,0.0,3.97,7,9.42,6.0,2
414,independent,11.428571428571429,4.93,11,9.28,6.0,4
2988,luxurious,50.0,3.55,9,10.0,6.0,3
1037,administration,12.0,4.93,14,11.11,6.0,5
2943,likewise,40.0,4.04,8,,6.0,2
1060,aerosol,30.0,3.03,7,9.47,6.0,3
2922,legislative,50.0,4.32,11,11.21,6.0,4
2921,legislation,20.0,4.55,11,10.94,6.0,4
1954,departure,38.0,4.22,9,9.78,6.0,3
2297,experimental,10.0,4.28,12,10.21,6.0,5
2928,lesser,10.0,4.13,6,,6.0,2
2910,leading,11.25,5.0,7,,6.0,2
1277,attraction,20.0,4.11,10,9.61,6.0,3
2287,existence,10.0,4.55,9,11.61,6.0,3
1274,attorney,10.0,4.69,8,10.95,6.0,3
1969,deserve,20.0,4.59,7,7.94,6.0,2
453,jubilee,10.0,3.44,7,10.61,6.0,2
2914,leapt,80.0,3.05,5,,6.0,1
429,interior,22.5,4.55,8,9.32,6.0,4
1950,deny,20.0,4.34,4,7.8,6.0,2
1944,democracy,10.0,4.51,9,10.17,6.0,4
1293,available,10.0,5.28,9,8.5,6.0,4
1932,degrade,20.0,3.28,7,11.5,6.0,2
1290,autobiography,20.0,3.63,13,9.83,6.0,5
2307,exploration,30.0,4.19,11,8.26,6.0,4
1937,deliberate,80.0,3.82,10,11.4,6.0,4
735,relay,30.0,3.86,5,9.15,6.0,2
1941,demand,10.0,4.84,6,7.83,6.0,2
3010,manpower,30.0,3.46,8,9.11,6.0,3
346,furthermore,13.333333333333334,4.23,11,,6.0,3
1865,custody,23.333333333333332,4.22,7,9.5,6.0,3
1788,convertible,56.666666666666664,3.55,11,8.53,6.0,4
1795,convincing,40.0,3.97,10,7.58,6.0,3
3068,midst,60.0,3.89,5,10.89,6.0,1
318,federal,10.0,5.13,7,13.5,6.0,3
1024,actually,3.3333333333333335,5.49,8,,6.0,4
1798,cooperation,0.0,4.3,11,8.0,6.0,5
2332,extremely,30.0,4.79,9,,6.0,3
325,fierce,45.0,3.92,6,9.04,6.0,1
1804,core,20.0,4.73,4,7.63,6.0,1
328,financial,6.25,5.08,9,11.16,6.0,3
2171,elevation,50.0,3.9,9,9.95,6.0,4
1808,correspondent,30.0,3.86,13,13.32,6.0,4
303,exhibition,20.0,4.37,10,11.25,6.0,4
3093,missionary,30.0,3.83,10,9.78,6.0,4
287,emperor,0.0,4.25,7,7.44,6.0,3
292,especially,10.0,5.21,10,,6.0,4
1770,content,10.0,5.0,7,8.37,6.0,2
1369,biblical,20.0,3.92,8,6.9,6.0,3
1786,convert,10.0,4.11,7,10.61,6.0,2
3092,mission,14.0,4.87,7,9.95,6.0,2
2575,handicapped,30.0,3.42,11,7.37,6.0,4
3088,misconduct,65.0,3.66,10,9.22,6.0,3
1350,bedridden,100.0,2.64,9,11.11,6.0,3
2579,hangover,30.0,3.5,8,13.39,6.0,3
1782,contribution,10.0,4.34,12,11.25,6.0,4
1333,barrier,40.0,4.15,7,9.11,6.0,3
2331,extreme,25.0,4.6,7,9.47,6.0,2
1846,crisis,19.285714285714285,4.62,6,9.0,6.0,2
2320,extend,60.0,4.34,6,9.89,6.0,2
1849,criticism,66.66666666666667,4.49,9,10.2,6.0,3
3016,margin,50.0,4.27,6,10.11,6.0,2
1861,curfew,90.0,3.37,6,10.26,6.0,2
1862,current,15.0,5.27,7,8.94,6.0,2
3015,manuscript,100.0,3.92,10,12.12,6.0,3
742,representative,20.0,4.57,14,11.0,6.0,5
1329,barely,50.0,4.49,6,,6.0,2
2324,extension,30.0,4.46,9,8.65,6.0,3
2591,hastily,50.0,3.3,7,,6.0,3
1814,costly,5.0,3.93,6,9.21,6.0,2
3028,massacre,50.0,3.91,8,10.05,6.0,2
2592,hateful,20.0,3.52,7,6.42,6.0,3
337,fossil,50.0,3.99,6,7.5,6.0,2
1830,craft,17.5,4.3,5,5.83,6.0,1
3027,mass,10.0,4.87,4,9.17,6.0,1
2680,ignore,10.0,4.48,6,6.74,6.0,2
2127,drops,10.0,4.33,5,,6.0,1
2207,engineering,0.0,4.8,11,12.06,6.0,4
684,portrait,40.0,4.22,8,7.61,6.0,2
613,oasis,10.0,3.56,5,9.11,6.0,2
2784,installment,50.0,3.58,11,,6.0,3
616,observatory,66.66666666666667,3.71,11,9.12,6.0,5
1089,airborne,70.0,3.67,8,9.85,6.0,2
2204,engaged,36.666666666666664,4.52,7,,6.0,2
618,occasional,10.0,4.12,10,9.05,6.0,4
625,opera,30.0,4.27,5,,6.0,3
2770,inner,20.0,4.5,5,7.94,6.0,2
2757,information,11.25,5.43,11,7.19,6.0,4
2756,influence,23.333333333333332,4.78,9,10.32,6.0,3
2133,due,10.0,5.35,3,7.53,6.0,1
2782,inspiration,60.0,4.41,11,10.67,6.0,4
2222,entirety,55.0,3.69,8,9.9,6.0,4
2235,error,20.0,4.55,5,6.21,6.0,2
1198,approximately,27.5,4.64,13,,6.0,4
1195,approve,0.0,4.08,7,7.89,6.0,2
2813,interview,10.0,4.86,9,10.53,6.0,3
1193,approval,20.0,4.5,8,7.95,6.0,3
1190,appoint,10.0,3.7,7,10.29,6.0,2
2114,dramatic,20.0,4.41,8,8.72,6.0,3
690,president,0.0,5.45,9,6.89,6.0,3
1188,application,10.0,4.86,11,9.39,6.0,4
2802,intention,40.0,4.33,9,9.42,6.0,3
2667,humidity,50.0,3.83,8,9.8,6.0,4
1176,apparent,20.0,4.32,8,10.25,6.0,3
2753,infect,40.0,3.36,6,9.15,6.0,2
2155,editor,5.0,4.62,6,10.11,6.0,3
2186,employment,10.0,4.56,10,9.5,6.0,3
638,oxygen,0.0,4.25,6,8.63,6.0,3
2157,effective,0.0,4.89,9,10.83,6.0,3
2719,incident,25.294117647058822,4.54,8,10.1,6.0,3
2163,elderly,20.0,4.15,7,8.17,6.0,3
2169,element,0.0,4.46,7,10.5,6.0,3
649,parliament,10.0,4.74,10,12.0,6.0,3
2164,eldest,10.0,3.69,6,,6.0,2
2693,immigration,65.0,4.47,11,12.63,6.0,4
2691,immigrant,50.0,4.04,9,9.78,6.0,3
681,population,16.666666666666668,5.01,10,8.11,6.0,4
2689,immediate,10.0,4.52,9,8.76,6.0,4
2748,individual,0.0,5.0,10,7.7,6.0,5
2138,dwarf,35.0,3.75,5,7.65,6.0,1
627,opportunity,10.0,4.95,11,9.72,6.0,5
2745,indigestion,90.0,2.84,11,10.11,6.0,4
2744,indication,40.0,4.06,10,12.0,6.0,4
2192,enclosure,50.0,3.61,9,9.72,6.0,3
1128,ambitious,80.0,3.95,9,11.05,6.0,3
2143,earnest,60.0,3.66,7,10.22,6.0,2
2690,immediately,10.0,4.98,11,,6.0,5
1124,amateur,50.0,4.22,7,10.53,6.0,3
2740,indicate,20.0,4.35,8,9.74,6.0,3
1119,altitude,21.428571428571427,3.92,8,9.58,6.0,3
2734,increasingly,8.571428571428571,4.38,12,,6.0,3
2731,increase,10.0,5.08,8,7.42,6.0,2
3103,molecule,30.0,3.67,8,12.0,6.0,3
2101,domino,20.0,3.23,6,6.17,6.0,3
2823,investigate,46.666666666666664,4.31,11,9.0,6.0,4
2879,labor,20.0,4.77,5,8.28,6.0,2
2013,dictation,80.0,2.71,9,12.11,6.0,3
491,league,40.0,5.13,6,8.45,6.0,1
1064,affect,20.0,4.59,6,9.6,6.0,2
2638,homicide,90.0,3.8,8,12.94,6.0,3
2643,hoop,10.0,3.41,4,6.11,6.0,1
702,psychiatry,20.0,3.56,10,11.61,6.0,3
1246,assist,15.0,4.42,6,8.75,6.0,2
503,lies,20.0,4.73,4,,6.0,1
1236,assault,55.55555555555556,4.44,7,10.21,6.0,2
2647,horror,10.0,4.43,6,7.58,6.0,2
2270,exception,50.0,4.35,9,9.39,6.0,3
1253,assure,30.0,4.06,6,12.06,6.0,2
504,lieutenant,25.0,4.44,10,9.5,6.0,3
2880,laboratory,5.0,4.31,10,8.72,6.0,5
2883,lacking,30.0,4.08,7,,6.0,2
2906,lawsuit,100.0,4.09,7,10.56,6.0,2
1973,designer,10.0,4.42,8,9.05,6.0,3
1976,desperate,35.0,4.32,9,9.22,6.0,3
1980,destination,20.0,4.24,11,8.56,6.0,4
1984,detain,40.0,3.21,6,12.28,6.0,2
1987,detection,15.0,4.06,9,10.33,6.0,3
2899,latter,30.0,4.56,6,,6.0,2
1265,attempt,15.0,4.85,7,7.7,6.0,2
2889,landscape,30.0,4.36,9,9.89,6.0,2
2286,exist,0.0,4.73,5,8.89,6.0,2
2284,exhausted,65.0,4.08,9,,6.0,3
1992,determination,37.5,4.16,13,8.94,6.0,5
2865,justify,10.0,4.14,7,10.4,6.0,3
2041,discontent,65.0,3.37,10,11.86,6.0,3
2247,estate,14.0,4.82,6,10.84,6.0,2
2846,issue,7.142857142857143,5.23,5,8.6,6.0,2
2845,isolation,80.0,4.02,9,8.94,6.0,4
2083,district,0.0,5.04,8,9.79,6.0,2
2085,disturbance,40.0,3.61,11,9.33,6.0,3
2660,housing,10.0,4.77,7,8.72,6.0,2
1202,architect,42.5,4.08,9,10.12,6.0,3
2246,establishment,60.0,4.42,13,10.37,6.0,4
544,meanwhile,10.0,4.48,9,,6.0,2
2244,establish,20.0,4.46,9,10.63,6.0,3
1200,arch,10.0,4.02,4,8.26,6.0,1
2834,involved,15.714285714285714,5.1,8,,6.0,2
2094,document,10.0,4.5,8,9.86,6.0,3
2824,investigation,38.888888888888886,4.75,13,9.89,6.0,5
2248,estimate,20.0,4.29,8,8.78,6.0,3
1076,aggressive,40.0,4.32,10,8.32,6.0,3
521,magnificent,30.0,4.04,11,8.63,6.0,4
522,majority,9.285714285714286,4.94,8,8.94,6.0,4
1229,artillery,48.0,3.96,9,10.68,6.0,4
2263,evidence,23.75,5.14,8,10.58,6.0,3
697,production,13.333333333333334,5.14,10,9.21,6.0,3
1226,arthritis,50.0,3.61,9,11.67,6.0,3
528,management,10.0,5.13,10,10.05,6.0,3
535,marine,0.0,4.53,6,9.8,6.0,2
2854,jeopardize,100.0,3.1,10,11.5,6.0,3
2065,display,10.0,4.63,7,7.72,6.0,2
2261,evaporation,60.0,3.08,11,10.39,6.0,5
1074,agency,2.5,4.87,6,10.58,6.0,3
2243,essential,10.0,4.61,9,10.28,6.0,3
1760,construction,10.0,4.97,12,7.67,6.0,3
755,revolution,60.0,4.56,10,10.0,6.0,4
2468,fragile,80.0,3.86,7,8.28,6.0,2
3267,occur,10.0,4.47,5,9.74,6.0,2
2472,fraud,20.0,4.37,5,10.11,6.0,1
1552,chemistry,3.3333333333333335,4.35,9,9.94,6.0,3
1555,chloride,20.0,3.39,8,12.22,6.0,2
1557,chlorophyll,10.0,2.75,11,11.75,6.0,3
1559,chord,20.0,3.65,5,9.71,6.0,1
1563,circumstances,90.0,4.59,13,,6.0,4
1567,civilian,10.0,4.23,8,9.76,6.0,3
3262,obtain,0.0,4.4,6,9.32,6.0,2
3261,observing,0.0,3.75,9,,6.0,3
3260,observer,0.0,3.91,8,9.7,6.0,3
191,civil,0.0,4.93,5,10.89,6.0,2
1569,civilization,30.0,4.01,12,10.0,6.0,5
1570,claim,20.0,4.95,5,9.05,6.0,1
3266,occupy,0.0,3.93,6,8.89,6.0,3
152,bureau,10.0,4.41,6,11.95,6.0,2
1406,bond,10.0,4.59,4,,6.0,1
3276,official,16.666666666666668,5.14,8,8.68,6.0,3
1534,chamber,10.0,4.47,7,9.3,6.0,2
169,cathedral,10.0,3.99,9,10.58,6.0,3
2465,foul,20.0,4.05,4,7.75,6.0,1
1405,bombardment,83.33333333333333,3.34,11,11.37,6.0,3
1539,character,8.0,5.11,9,6.47,6.0,3
3289,operative,10.0,3.86,9,9.67,6.0,4
3240,noted,10.0,4.69,5,,6.0,2
2487,funds,0.0,4.74,5,,6.0,1
1611,coastal,10.0,4.19,7,8.11,6.0,2
1616,cockpit,90.0,3.6,7,8.74,6.0,2
1617,cocoon,60.0,3.08,6,8.95,6.0,2
1621,collapse,21.666666666666668,4.18,8,9.17,6.0,2
3243,novel,10.0,4.63,5,9.5,6.0,2
1627,collision,60.0,3.95,9,9.05,6.0,3
1632,coma,50.0,3.74,4,10.83,6.0,2
204,concerto,0.0,3.26,8,12.89,6.0,3
2391,finances,0.0,3.9,8,,6.0,3
2496,gag,56.666666666666664,3.63,3,7.58,6.0,1
1628,colonial,40.0,4.17,8,8.76,6.0,4
3245,nude,20.0,4.0,4,8.21,6.0,1
3247,numeral,10.0,2.77,7,8.32,6.0,3
845,strategy,40.0,4.74,8,8.5,6.0,3
930,variety,10.0,4.75,7,7.89,6.0,4
200,commission,3.3333333333333335,4.91,10,14.72,6.0,3
844,strait,10.0,3.6,6,11.11,6.0,1
3252,oases,45.0,2.36,5,,6.0,2
1016,acquire,46.666666666666664,4.13,7,9.94,6.0,2
1596,clockwise,40.0,3.2,9,,6.0,2
2478,friendliness,20.0,2.93,12,6.84,6.0,3
3248,numerous,28.75,4.65,8,8.83,6.0,3
2395,fireball,50.0,3.18,8,8.58,6.0,3
1528,ceremony,24.444444444444443,4.42,8,7.11,6.0,4
3292,opponent,0.0,4.2,8,8.63,6.0,3
864,symphony,23.333333333333332,3.77,8,8.33,6.0,3
895,thousands,0.0,4.77,9,,6.0,2
1478,calm,16.666666666666668,4.54,4,6.26,6.0,1
49,amongst,0.0,4.31,7,,6.0,2
1482,campus,10.0,4.51,6,10.84,6.0,2
1484,candidacy,60.0,3.41,9,12.29,6.0,4
67,archbishop,0.0,3.82,10,10.45,6.0,3
1492,capacity,6.666666666666667,4.71,8,9.83,6.0,4
3358,parallel,10.0,4.27,8,9.95,6.0,3
3356,pantomime,100.0,3.0,9,9.33,6.0,3
1485,candidate,5.0,4.66,9,10.39,6.0,3
896,threat,20.0,4.6,6,7.14,6.0,1
1473,bust,10.0,4.04,4,9.23,6.0,1
3389,patent,6.666666666666667,4.18,6,12.41,6.0,2
1431,breeches,70.0,2.67,8,,6.0,2
9,academy,0.0,4.57,7,9.05,6.0,4
3378,particularly,6.666666666666667,4.96,12,,6.0,5
18,administrator,10.0,4.07,13,12.22,6.0,5
3372,partial,10.0,4.17,7,9.68,6.0,2
1449,bronze,0.0,4.2,6,10.0,6.0,1
850,suite,10.0,4.18,5,9.37,6.0,1
1420,bound,60.0,4.46,5,9.0,6.0,1
1453,brutal,20.0,4.1,6,10.17,6.0,2
3377,particular,5.0,5.0,10,8.05,6.0,4
1458,buffer,90.0,3.78,6,12.37,6.0,2
1472,businesslike,30.0,2.34,12,10.55,6.0,4
3290,opinion,5.0,4.94,7,8.42,6.0,3
77,assembly,5.0,4.61,8,6.94,6.0,3
109,barracks,10.0,3.67,8,,6.0,2
124,biologist,10.0,3.35,9,10.9,6.0,3
2419,fled,60.0,4.05,4,,6.0,1
3311,otherwise,20.0,4.88,9,,6.0,3
3309,original,5.0,5.16,8,7.67,6.0,4
3306,organize,0.0,3.98,8,6.33,6.0,3
3304,organization,0.0,4.92,12,9.16,6.0,5
1522,central,0.0,5.12,7,8.0,6.0,2
2460,formula,0.0,4.45,7,10.47,6.0,3
3298,opposite,0.0,4.62,8,5.06,6.0,3
3295,oppose,10.0,3.94,6,11.05,6.0,2
898,ties,20.0,4.35,4,,6.0,1
2457,formation,10.0,4.49,9,9.67,6.0,3
2453,forestry,30.0,3.69,8,9.94,6.0,3
1498,career,10.0,5.07,6,9.95,6.0,2
3346,packed,20.0,4.31,6,,6.0,2
3344,pace,10.0,4.38,4,8.21,6.0,1
1504,casino,20.0,4.16,6,9.58,6.0,3
80,association,0.0,5.01,11,10.76,6.0,5
88,authority,15.0,4.81,9,7.5,6.0,4
3322,outskirts,70.0,3.56,9,10.55,6.0,2
679,policy,10.0,5.17,6,10.32,6.0,3
985,abuse,40.0,4.66,5,8.61,6.0,2
2368,feature,10.0,4.82,7,7.0,6.0,2
827,soviet,10.0,4.54,6,10.2,6.0,3
1728,confidence,20.0,4.65,10,9.28,6.0,3
1720,conduct,8.0,4.52,7,8.58,6.0,2
2356,fatal,35.0,4.1,5,9.05,6.0,2
1714,conclusion,50.0,4.4,10,9.44,6.0,3
1686,complicated,30.0,4.47,11,8.39,6.0,4
772,sag,0.0,3.25,3,6.95,6.0,1
975,abandon,70.0,4.02,7,8.32,6.0,3
260,dome,30.0,3.9,4,8.44,6.0,1
3118,morgue,70.0,3.08,6,10.53,6.0,1
1705,concern,23.333333333333332,4.66,7,7.42,6.0,2
2363,fearful,50.0,3.58,7,7.5,6.0,2
811,slayer,20.0,3.45,6,11.5,6.0,1
3197,neighboring,10.0,3.87,11,10.9,6.0,3
792,senator,3.3333333333333335,4.58,7,9.58,6.0,3
984,absorption,30.0,3.66,10,10.94,6.0,3
2534,grant,16.666666666666668,4.67,5,,6.0,1
3125,mortgage,100.0,4.39,8,12.53,6.0,2
983,absolutely,30.0,4.98,10,,6.0,4
3185,nationwide,20.0,4.07,10,9.0,6.0,3
3175,national,2.5,5.51,8,6.89,6.0,3
2531,gradual,0.0,3.67,7,9.0,6.0,2
1702,concentration,0.0,4.27,13,8.35,6.0,4
3192,negative,0.0,4.79,8,7.47,6.0,3
1701,concentrate,30.0,4.07,11,8.16,6.0,3
1706,concerned,70.0,4.75,9,8.79,6.0,2
1724,conference,16.666666666666668,5.01,10,9.39,6.0,3
1696,compression,20.0,3.82,11,11.83,6.0,3
3133,motorist,30.0,3.07,8,7.74,6.0,3
1376,bind,10.0,3.75,4,10.24,6.0,1
251,development,10.0,5.31,11,8.63,6.0,4
1665,comparison,70.0,4.51,10,9.27,6.0,4
950,whichever,10.0,3.7,9,,6.0,3
1663,compact,40.0,4.06,7,10.79,6.0,2
943,wages,10.0,4.25,5,,6.0,2
1011,achievement,0.0,4.36,11,8.8,6.0,3
3140,mourning,80.0,3.69,8,11.05,6.0,2
1659,communications,10.0,4.59,14,,6.0,5
3136,mountainous,30.0,3.38,11,10.56,6.0,3
1656,commonly,0.0,4.38,8,,6.0,3
1746,conquer,50.0,3.77,7,10.06,6.0,2
2550,guarantee,60.0,4.44,9,11.05,6.0,3
1655,common,0.0,5.2,6,6.94,6.0,2
936,violence,15.909090909090908,4.75,8,6.39,6.0,3
3108,monitor,40.0,4.37,7,9.68,6.0,3
931,various,0.0,5.12,7,9.58,6.0,3
2500,gallery,0.0,4.49,7,8.68,6.0,3
213,corporation,10.0,4.59,11,11.55,6.0,4
999,accomplishment,80.0,3.69,14,9.0,6.0,4
1674,competition,23.333333333333332,4.91,11,7.85,6.0,4
3218,nobility,100.0,3.47,8,11.39,6.0,4
217,county,15.0,5.19,6,8.9,6.0,2
1371,bidder,70.0,3.48,6,9.32,6.0,2
763,romantic,0.0,4.43,8,8.11,6.0,3
1675,competitor,30.0,3.81,10,9.06,6.0,4
3116,mood,10.0,4.44,4,6.58,6.0,1
2505,gathering,30.0,4.25,9,,6.0,3
214,corridor,30.0,3.88,8,9.11,6.0,3
273,economics,10.0,4.42,9,12.3,6.0,4
1673,competing,30.0,4.22,9,,6.0,3
1717,condition,3.3333333333333335,4.86,9,8.42,6.0,3
3221,nomination,24.0,4.07,10,11.72,6.0,4
903,toxic,35.0,4.24,5,9.06,8.0,2
4447,threshold,40.0,4.03,9,11.9,8.0,2
989,abusive,20.0,3.87,7,9.58,8.0,3
4619,usage,10.0,4.23,5,10.74,8.0,2
1050,advantage,10.0,4.78,9,9.32,8.0,3
4611,uprising,58.333333333333336,3.74,8,11.17,8.0,3
4600,unrest,85.0,3.61,6,10.5,8.0,2
2188,enable,15.0,4.3,6,10.42,8.0,3
2337,factor,0.0,4.67,6,9.72,8.0,2
1002,accumulation,80.0,3.59,12,10.5,8.0,5
2181,emotional,20.0,4.66,9,9.45,8.0,4
1003,accusation,60.0,3.6,10,10.17,8.0,4
1106,alkaline,30.0,3.25,8,13.68,8.0,3
1031,additional,15.0,4.98,10,9.0,8.0,4
4564,unauthorized,73.33333333333333,3.57,12,10.28,8.0,5
4562,unannounced,42.5,3.05,11,8.9,8.0,4
2360,fathom,90.0,3.25,6,11.44,8.0,2
4432,therapy,10.0,4.52,7,12.0,8.0,3
2203,enforcement,30.0,4.45,11,9.83,8.0,3
2200,enduring,100.0,3.67,8,11.21,8.0,3
1027,adaptation,50.0,4.01,10,11.39,8.0,4
2195,encounter,40.0,4.26,9,8.63,8.0,3
2359,fate,10.0,4.36,4,10.3,8.0,1
4602,unsophisticated,100.0,2.57,15,12.56,8.0,6
4431,theory,0.0,4.88,6,9.37,8.0,3
2431,flurry,90.0,3.11,6,9.44,8.0,2
2358,fatally,52.5,3.33,7,,8.0,3
1026,adapt,20.0,3.98,5,9.0,8.0,2
2345,fallout,33.333333333333336,3.69,7,10.67,8.0,2
1023,activity,20.0,4.86,8,6.47,8.0,4
991,acceptable,10.0,4.27,10,9.84,8.0,4
910,twitter,10.0,4.83,7,18.14,8.0,2
2326,extent,20.0,4.47,6,10.72,8.0,2
4668,virus,0.0,4.42,5,9.5,8.0,2
1062,affair,10.0,4.3,6,10.94,8.0,2
2315,exposure,37.142857142857146,4.44,8,10.44,8.0,3
973,zoological,0.0,3.03,10,12.45,8.0,4
2282,executive,11.666666666666666,4.87,9,11.65,8.0,4
5644,findings,10.0,4.38,8,,8.0,2
2370,features,16.0,4.94,8,,8.0,3
2271,excessive,10.0,4.12,9,10.0,8.0,3
4498,traditional,30.0,4.84,11,10.0,8.0,4
4506,transaction,10.0,4.21,11,11.2,8.0,3
2378,fertility,20.0,3.78,9,14.45,8.0,4
4509,transcription,20.0,3.54,13,12.47,8.0,3
1039,administrative,12.5,4.45,14,11.5,8.0,5
4674,vital,30.0,4.38,5,10.28,8.0,2
2327,external,10.0,4.52,8,9.56,8.0,3
4641,verify,5.0,3.88,6,10.28,8.0,3
4637,venture,30.0,4.26,7,11.21,8.0,2
2417,flatworm,30.0,1.71,8,9.28,8.0,2
2232,era,5.0,4.67,3,11.14,8.0,2
2325,extensive,70.0,4.49,9,11.83,8.0,3
921,universal,6.666666666666667,4.49,9,10.21,8.0,4
4649,via,0.0,5.02,3,,8.0,2
4736,wings,10.0,4.44,5,,8.0,1
7,abbey,0.0,3.88,5,13.06,8.0,2
1685,complex,6.666666666666667,4.86,7,11.21,8.0,2
1699,compromise,40.0,4.15,10,9.1,8.0,3
1378,biology,0.0,4.22,7,9.35,8.0,4
1707,concerning,10.0,4.31,10,,8.0,3
5309,virgin,0.0,4.35,6,10.63,8.0,2
1631,colossal,70.0,3.37,8,9.0,8.0,3
1650,commit,26.666666666666668,4.33,6,10.06,8.0,2
1653,committed,40.0,4.65,9,,8.0,3
5343,rising,10.0,4.52,6,,8.0,2
1661,commute,40.0,3.56,7,9.33,8.0,2
5512,effect,15.0,5.02,6,9.26,8.0,2
1672,compete,10.0,4.39,7,6.94,8.0,2
5359,supervision,15.0,3.94,11,8.9,8.0,4
5305,vice,2.5,4.71,4,12.5,8.0,1
1742,congressional,30.0,4.19,13,12.53,8.0,4
1748,conservative,30.0,4.61,12,13.95,8.0,4
1732,confinement,80.0,3.46,11,10.7,8.0,4
1750,considerable,20.0,4.25,12,10.42,8.0,5
1761,consultant,50.0,4.13,10,12.26,8.0,3
1762,consultation,50.0,4.02,12,9.79,8.0,4
5530,emotion,0.0,4.19,7,6.37,8.0,3
1718,conditions,10.0,4.98,10,,8.0,3
1729,confident,20.0,4.43,9,9.58,8.0,3
1730,confidential,70.0,3.9,12,11.78,8.0,4
5424,perfection,0.0,3.99,10,9.81,8.0,3
1514,cease,70.0,4.03,5,9.26,8.0,1
